file,slide_type,slide_title,panel,tier,surface,qnum,label,stem
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,2,,Last week: Place one food card into its group.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,3,,Older learning: Match one card to ENERGY.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,4,,Lead-in: Point to an animal card. Point to something it might eat.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,1,,Last lesson: Say one change you made to your design and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,2,,Last week: Name two food groups.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,3,,Older learning: Name two jobs food does for a body.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,4,,Lead-in: People get food from shops. Where do you think a wild animal gets food?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,1,,Last lesson: Explain how feedback improved your plate model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,2,,Last week: Explain what balance meant in our model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,3,,Older learning: Explain why variety matters for food jobs.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,4,,Lead-in: Do you think a plant needs to eat? Say what you think and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Point to one group you used on your plate model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Place one food card into its group.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Match one card to ENERGY.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,Lead-in: Point to an animal card. Point to something it might eat.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Say one change you made to your design and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Name two food groups.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Name two jobs food does for a body.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,Lead-in: People get food from shops. Where do you think a wild animal gets food?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Explain how feedback improved your plate model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Explain what balance meant in our model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Explain why variety matters for food jobs.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,Lead-in: Do you think a plant needs to eat? Say what you think and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,starter,🌱 Starter · create the need to know,,,screen,,,"Plant and rabbit mystery: both are alive and need energy. Which one can make its own food, and which one must find/eat food?"
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,✏️ Independent · evidence of learning,,,screen,,,Food Finder. Match each animal card to a food source. The food must suit that animal. Then build one simple food-source path. Show your path to an adult. Explain each step in your own words.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,✏️ Independent · evidence of learning,,,screen,,,◆ Match four animal-food pairs. Use the picture anchors. They will help you. 🧰 Scaffold Give just two choices at a time. Then add one habitat clue. Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,✏️ Independent · evidence of learning,,,screen,,,▲ Match six pairs. Then build one food path. Use three cards. 🧰 Scaffold Stem: ‘The ___ gets food by eating ___.’ Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,✏️ Independent · evidence of learning,,,screen,,,★ Build two paths. Then take one food source away. What might change? Say what could happen next. 🧰 Scaffold Say which animal depends on which food. Keep your words simple. Short words are fine. Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Supported,screen,,,Can animals make their own food: yes / no?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Standard,screen,,,Give one animal and where it gets food from.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Stretch,screen,,,Explain the difference between how a plant and an animal gets food.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,Can animals make their own food: yes / no?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,Give one animal and where it gets food from.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,Explain the difference between how a plant and an animal gets food.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,route,Supported,print,,,◆ Match four animal-food pairs. Use the picture anchors. They will help you.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,route,Standard,print,,,▲ Match six pairs. Then build one food path. Use three cards.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,route,Stretch,print,,,★ Build two paths. Then take one food source away. What might change? Say what could happen next.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Name: _______________________________ Date: ______________________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"New to this class, or not sure? Everything you need is in the Retrieval box below — read it, then answer."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Learning objective: I can explain that animals get food by eating, while plants can make their own food."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Model: helps us see — The chain shows what is eaten by what, one link at a time. Does not show — A three-link chain is a simple model. Real feeding is a bigger web, and it can change."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Previous lesson retrieval: Aut1·W6 — food groups and balanced patterns; different foods can serve different roles.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Arrival (Supported forms): 1) Point to one group you used on your plate model. 2) Place one food card into its group. 3) Match one card to ENERGY. 4) Point to an animal card. Point to something it might eat.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,◆ Match four animal-food pairs. Use the picture anchors. They will help you.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,▲ Match six pairs. Then build one food path. Use three cards.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,★ Build two paths. Then take one food source away. What might change? Say what could happen next.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Your matched strip and your words. An arrow model, an adult watching, or a voice clip if allowed."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Supported: Can animals make their own food: yes / no?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Standard: Give one animal and where it gets food from.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Stretch: Explain the difference between how a plant and an animal gets food.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Observed in this lesson
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,☐ Identified producer and consumer correctly.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,☐ Read the arrow as 'is eaten by'.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,☐ Built a correctly ordered food chain.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Assessor comment
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Ring the tier the pupil actually worked at
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Assessor name ______________ Role ____________ Signature ______________ Date ________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,Date: ____________________ PUPIL / EVIDENCE ID: ____________________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Learning objective: I can explain that animals get food by eating, while plants can make their own food."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,print pack,box,,print,,,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces it."
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,1,,Last lesson: Match rabbit → grass.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,2,,Last week: Place one card into a food group.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,3,,Older learning: Point to a job food does for a body.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Supported,screen,4,,"Lead-in: Cards: grass, rabbit, fox. Point to what the rabbit eats."
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,1,,Last lesson: Complete: animals get food by ___.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,2,,Last week: Name three food groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,3,,Older learning: Name two food jobs.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Standard,screen,4,,Lead-in: Say what links the rabbit and the fox.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,1,,Last lesson: Explain one plant/animal food-source difference.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,2,,Last week: Explain why a model plate shows a range across groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,3,,Older learning: Explain why one food type rarely covers every job.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,arrival,Stretch,screen,4,,Lead-in: How could you show who eats what as one picture? Say your idea.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Match rabbit → grass.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Place one card into a food group.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Point to a job food does for a body.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,"Lead-in: Cards: grass, rabbit, fox. Point to what the rabbit eats."
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Complete: animals get food by ___.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Name three food groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Name two food jobs.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,Lead-in: Say what links the rabbit and the fox.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,1,,Last lesson: Explain one plant/animal food-source difference.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,2,,Last week: Explain why a model plate shows a range across groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,3,,Older learning: Explain why one food type rarely covers every job.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,🚪 Arrival · retrieve last lesson,,,screen,4,,Lead-in: How could you show who eats what as one picture? Say your idea.
BUILD__SCI_B_W7B_Food_Chain_Do.html,starter,🌱 Starter · create the need to know,,,screen,,,"Three cards: plant, caterpillar, bird. How could you arrange them to show who gets food from whom? Commit an order before arrows appear."
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,✏️ Independent · evidence of learning,,,screen,,,"Habitat Link Lab. Build a food-source chain. Use three or four cards. Then explain every link in it. An adult will ask you one question. Check your chain again. Say it is right, or fix it."
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,✏️ Independent · evidence of learning,,,screen,,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time. 🧰 Scaffold Keep the arrow meaning in printed words. The adult points to one link at a time. Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,✏️ Independent · evidence of learning,,,screen,,,▲ Build a chain from a mixed set of cards. Then explain each link. 🧰 Scaffold For each arrow say: ‘___ gets food by eating ___.’ Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,✏️ Independent · evidence of learning,,,screen,,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove. 🧰 Scaffold Say which animal depends on which food. Do not just list learnt words. Fade it: remove the first prompt no longer needed.
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Supported,screen,,,What does the rabbit get food from in the model?
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Standard,screen,,,Explain one link in your chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,exit,Stretch,screen,,,Say what the chain evidence suggests could happen to one animal if its food source was gone.
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,What does the rabbit get food from in the model?
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,Explain one link in your chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,🎫 Exit · adult Audience closes BUILD,,,screen,,,Say what the chain evidence suggests could happen to one animal if its food source was gone.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,route,Supported,print,,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,route,Standard,print,,,▲ Build a chain from a mixed set of cards. Then explain each link.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,route,Stretch,print,,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Name: _______________________________ Date: ______________________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,"New to this class, or not sure? Everything you need is in the Retrieval box below — read it, then answer."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Model: helps us see — The model helps us follow the food links and find the wrong one. Does not show — It is not a full food web. One simple chain cannot prove what a real habitat would do.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Previous lesson retrieval: W7A — animals obtain food by eating; plants can make their own food; animal needs differ.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,"Arrival (Supported forms): 1) Match rabbit → grass. 2) Place one card into a food group. 3) Point to a job food does for a body. 4) Cards: grass, rabbit, fox. Point to what the rabbit eats."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,▲ Build a chain from a mixed set of cards. Then explain each link.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,"Your finished chain and your words to an adult. The link you fixed, a photo, or your voice."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Supported: What does the rabbit get food from in the model?
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Standard: Explain one link in your chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Stretch: Say what the chain evidence suggests could happen to one animal if its food source was gone.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Observed in this lesson
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,☐ Identified producer and consumer correctly.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,☐ Read the arrow as 'is eaten by'.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,☐ Built a correctly ordered food chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Assessor comment
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Ring the tier the pupil actually worked at
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Assessor name ______________ Role ____________ Signature ______________ Date ________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Date: ____________________ PUPIL / EVIDENCE ID: ____________________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,print pack,box,,print,,,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces it."
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Point to something here that would be hard to slide along the floor.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,"Point or say: which is easier to walk on, wet ice or a dry path?"
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Show with your hands what happens when you rub them together fast.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Supported,screen,,,Look at the two soles. Point to the one that grips.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,Name one thing that is hard to push along the floor. Say why you think it is hard.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,"Which is easier to walk on, wet ice or a dry path? Say what makes the difference."
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,Rub your hands together. Say what you can feel changing.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Standard,screen,,,Trainers have patterned soles. An ice rink is kept smooth. Both are on purpose. Why?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,Name one everyday job that would be impossible if nothing gripped anything.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,The same shoes feel different on ice and on a dry path. Explain why.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,Your hands warm up when you rub them. Where do you think that heat comes from?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,arrival,Stretch,screen,,,"Trainers grip and ice rinks slide, both by design. What is being controlled in each case?"
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Point to something here that would be hard to slide along the floor.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,"Point or say: which is easier to walk on, wet ice or a dry path?"
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Show with your hands what happens when you rub them together fast.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Look at the two soles. Point to the one that grips.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Name one thing that is hard to push along the floor. Say why you think it is hard.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,"Which is easier to walk on, wet ice or a dry path? Say what makes the difference."
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Rub your hands together. Say what you can feel changing.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Trainers have patterned soles. An ice rink is kept smooth. Both are on purpose. Why?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Name one everyday job that would be impossible if nothing gripped anything.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,The same shoes feel different on ice and on a dry path. Explain why.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,Your hands warm up when you rub them. Where do you think that heat comes from?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,🚪 Arrival · what you already know,,,screen,,,"Trainers grip and ice rinks slide, both by design. What is being controlled in each case?"
GROW__SCI_G_W3A_Friction_Explore.html,starter,🌱 Starter · make the new idea worth knowing,,,screen,,,Why do trainers have patterned soles while an ice rink is deliberately smooth? Make a prediction — no science word is required yet.
GROW__SCI_G_W3A_Friction_Explore.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,"Friction detective. Choose one real object, or a picture of one. You could pick a trainer, a tyre, a brake, a door handle or an engine part. Any other approved example is fine. Show where the surfaces touch. Show what friction does there. Then say if friction helps. Say if it hinders. Or say if it does both."
GROW__SCI_G_W3A_Friction_Explore.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,◆ Use a labelled picture and the word bank. Add arrows to it. Then finish this line: ‘Friction helps because…’. 🧰 Open scaffold Word bank: friction · surface · grip · rub · slow · heat. Use these words on your card. Sentence stem: ‘The surfaces are __ and __. Friction acts __. This is useful/unhelpful because __.’ Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W3A_Friction_Explore.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,▲ Label two contact surfaces. Explain one helpful effect. Then explain one unhelpful effect. 🧰 Open scaffold Prompt card: surfaces → direction of friction → effect → why that effect matters. Do one box at a time. Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W3A_Friction_Explore.html,independent,✏️ Independent task · evidence of thinking,,,screen,,,★ Find one place where a designer would add friction. Find one place to cut it. Give a science reason for each. 🧰 Open scaffold Add a design trade-off. What gets better if friction changes? What new cost might that bring? Fade it: remove the first prompt that is no longer needed; do not keep a scaffold because it was used once.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,exit,Supported,screen,,,Name one place friction helps.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,exit,Standard,screen,,,Explain why a car needs friction to stop.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,exit,Stretch,screen,,,Explain why the same force can be a design solution and a design problem.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,Name one place friction helps.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,Explain why a car needs friction to stop.
GROW__SCI_G_W3A_Friction_Explore.html,exit,🎫 Exit ticket · response becomes the next step,,,screen,,,Explain why the same force can be a design solution and a design problem.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,route,Supported,print,,,Supported independent route ◆ Use a labelled picture and the word bank. Add arrows to it. Then finish this line: ‘Friction helps because…’. Scaffold Word bank: friction · surface · grip · rub · slow · heat. Use these words on your card. Sentence stem: ‘The surfaces are __ and __. Friction acts __. This is useful/unhelpful because __.’
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,route,Standard,print,,,Standard independent route ▲ Label two contact surfaces. Explain one helpful effect. Then explain one unhelpful effect. Scaffold Prompt card: surfaces → direction of friction → effect → why that effect matters. Do one box at a time.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,route,Stretch,print,,,Stretch independent route ★ Find one place where a designer would add friction. Find one place to cut it. Give a science reason for each. Scaffold Add a design trade-off. What gets better if friction changes? What new cost might that bring?
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,◆ Use a labelled picture and the word bank. Add arrows to it. Then finish this line: ‘Friction helps because…’.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,Word bank: friction · surface · grip · rub · slow · heat. Use these words on your card. Sentence stem: ‘The surfaces are __ and __. Friction acts __. This is useful/unhelpful because __.’
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,▲ Label two contact surfaces. Explain one helpful effect. Then explain one unhelpful effect.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,Prompt card: surfaces → direction of friction → effect → why that effect matters. Do one box at a time.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,★ Find one place where a designer would add friction. Find one place to cut it. Give a science reason for each.
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,Add a design trade-off. What gets better if friction changes? What new cost might that bring?
GROW__SCI_G_W3A_Friction_Explore.html,print,print pack,box,,print,,,"What this model helps us see: It shows that friction acts against the direction of motion, and that grip comes from the pair of surfaces touching, not from one of them alone. What this model does not show: It leaves out the size of the force, the heat it produces, and the tiny roughness that is doing the actual work."
