file,slide,tier,surface,fk,words,stem
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,-1.4,6,☐ Named at least two food groups.
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,2.5,6,☐ Sorted eight foods into correct groups.
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,2.5,6,☐ Described balance in their own words.
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,6.6,4,Date: ____________________ PUPIL / EVIDENCE ID: ____________________
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,8.4,15,"Learning objective: I can design, build and explain a balanced plate model using food groups."
BUILD__SCI_B_W6B_Balanced_Plate_Do.html,print,,print,4.6,26,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces"
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,2.9,12,Last lesson: Point to one group you used on your plate model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,1.0,9,Last week: Place one food card into its group.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,5.7,7,Older learning: Match one card to ENERGY.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,3.5,12,Lead-in: Point to an animal card. Point to something it might eat.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,2.9,12,Last lesson: Say one change you made to your design and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,-1.4,6,Last week: Name two food groups.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,3.7,10,Older learning: Name two jobs food does for a body.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,2.3,15,Lead-in: People get food from shops. Where do you think a wild animal gets food?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,6.3,9,Last lesson: Explain how feedback improved your plate model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,3.7,9,Last week: Explain what balance meant in our model.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,7.6,9,Older learning: Explain why variety matters for food jobs.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,-0.1,15,Lead-in: Do you think a plant needs to eat? Say what you think and why.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,starter,,screen,3.8,24,"Plant and rabbit mystery: both are alive and need energy. Which one can make its own food, and which one must find/eat food?"
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,1.5,35,Food Finder. Match each animal card to a food source. The food must suit that animal. Then build one simple food-source path. Show your path to an adu
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,1.9,34,◆ Match four animal-food pairs. Use the picture anchors. They will help you. 🧰 Scaffold Give just two choices at a time. Then add one habitat clue. Fa
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,-0.3,28,▲ Match six pairs. Then build one food path. Use three cards. 🧰 Scaffold Stem: ‘The ___ gets food by eating ___.’ Fade it: remove the first prompt no 
BUILD__SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,0.8,42,★ Build two paths. Then take one food source away. What would change? Say what might happen next. 🧰 Scaffold Say which animal depends on which food. K
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,Supported,screen,2.3,8,Can animals make their own food: yes / no?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,Standard,screen,2.3,9,Give one animal and where it gets food from.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,exit,Stretch,screen,6.8,12,Explain the difference between how a plant and an animal gets food.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,Supported,print,2.7,12,◆ Match four animal-food pairs. Use the picture anchors. They will help you.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,Standard,print,-2.4,11,▲ Match six pairs. Then build one food path. Use three cards.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,Stretch,print,-0.7,17,★ Build two paths. Then take one food source away. What would change? Say what might happen next.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.0,19,"New to this class, or not sure? Everything you need is in the box above — read it, then answer."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,8.5,18,"Learning objective: I can explain that animals get food by eating, while plants can make their own food."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.3,37,"Model: helps us see — The chain shows what is eaten by what, one link at a time. Does not show — A three-link chain is a simple model. Real feeding is"
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,11.3,16,Previous lesson retrieval: Aut1·W6 — food groups and balanced patterns; different foods can serve different roles.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,2.6,36,Arrival (Supported forms): 1) Point to one group you used on your plate model. 2) Place one food card into its group. 3) Match one card to ENERGY. 4) 
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,2.7,12,◆ Match four animal-food pairs. Use the picture anchors. They will help you.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,-2.4,11,▲ Match six pairs. Then build one food path. Use three cards.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,-0.7,17,★ Build two paths. Then take one food source away. What would change? Say what might happen next.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.0,18,"Your matched strip and your words. An arrow model, an adult watching, or a voice clip if allowed."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.7,9,Supported: Can animals make their own food: yes / no?
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.7,10,Standard: Give one animal and where it gets food from.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,6.7,13,Stretch: Explain the difference between how a plant and an animal gets food.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,9.9,20,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,19.4,5,☐ Identified producer and consumer correctly.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,2.3,7,☐ Read the arrow as 'is eaten by'.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,4.5,6,☐ Built a correctly ordered food chain.
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,6.6,4,Date: ____________________ PUPIL / EVIDENCE ID: ____________________
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,8.5,18,"Learning objective: I can explain that animals get food by eating, while plants can make their own food."
BUILD__SCI_B_W7A_Food_Sources_Explore.html,print,,print,4.6,26,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces"
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,2.9,5,Last lesson: Match rabbit → grass.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,1.0,9,Last week: Place one card into a food group.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,3.7,11,Older learning: Point to a job food does for a body.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,1.6,11,"Lead-in: Cards: grass, rabbit, fox. Point to what the rabbit eats."
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,5.7,7,Last lesson: Complete: animals get food by ___.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,-1.4,6,Last week: Name three food groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,2.5,6,Older learning: Name two food jobs.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,2.3,9,Lead-in: Say what links the rabbit and the fox.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,9.7,8,Last lesson: Explain one plant/animal food-source difference.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,3.8,12,Last week: Explain why a model plate shows a range across groups.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,9.1,11,Older learning: Explain why one food type rarely covers every job.
BUILD__SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,1.5,14,Lead-in: How could you show who eats what as one picture? Say your idea.
BUILD__SCI_B_W7B_Food_Chain_Do.html,starter,,screen,3.8,23,"Three cards: plant, caterpillar, bird. How could you arrange them to show who gets food from whom? Commit an order before arrows appear."
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,,screen,1.2,36,Habitat Link Lab. Build a food-source chain. Use three or four cards. Then explain every link in it. An adult will ask you one question. Check your ch
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,,screen,1.2,45,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time. 🧰 Scaffold Keep the arrow meaning in printed words. 
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,,screen,1.2,32,▲ Build a chain from a mixed set of cards. Then explain each link. 🧰 Scaffold For each arrow say: ‘___ gets food by eating ___.’ Fade it: remove the f
BUILD__SCI_B_W7B_Food_Chain_Do.html,independent,,screen,2.3,51,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cann
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,Supported,screen,2.5,10,What does the rabbit get food from in the model?
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,Standard,screen,0.5,6,Explain one link in your chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,exit,Stretch,screen,7.0,17,Say what the chain evidence suggests could happen to one animal if its food source was gone.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,Supported,print,-0.1,19,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,Standard,print,-0.3,13,▲ Build a chain from a mixed set of cards. Then explain each link.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,Stretch,print,2.3,28,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cann
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,-3.0,2,Name: _______________________________ Date: ______________________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,3.0,19,"New to this class, or not sure? Everything you need is in the box above — read it, then answer."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,10.4,18,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,3.3,38,Model: helps us see — The model helps us follow the food links and find the wrong one. Does not show — It is not a full food web. One simple chain can
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,11.1,19,Previous lesson retrieval: W7A — animals obtain food by eating; plants can make their own food; animal needs differ.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,1.7,32,"Arrival (Supported forms): 1) Match rabbit → grass. 2) Place one card into a food group. 3) Point to a job food does for a body. 4) Cards: grass, rabb"
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,-0.1,19,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,-0.3,13,▲ Build a chain from a mixed set of cards. Then explain each link.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,2.3,28,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cann
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,1.7,18,"Your finished chain and your words to an adult. The link you fixed, a photo, or your voice."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,3.7,11,Supported: What does the rabbit get food from in the model?
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,2.3,7,Standard: Explain one link in your chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,7.2,18,Stretch: Say what the chain evidence suggests could happen to one animal if its food source was gone.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,9.9,20,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence."
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,19.4,5,☐ Identified producer and consumer correctly.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,2.3,7,☐ Read the arrow as 'is eaten by'.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,4.5,6,☐ Built a correctly ordered food chain.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,3.8,8,Ring the tier the pupil actually worked at
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,10.0,5,Assessor name ______________ Role ____________ Signature ______________ Date ________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,6.6,4,Date: ____________________ PUPIL / EVIDENCE ID: ____________________
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,10.4,18,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.
BUILD__SCI_B_W7B_Food_Chain_Do.html,print,,print,4.6,26,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces"
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,4.0,13,Point to something here that would be hard to slide along the floor.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,2.8,15,"Point or say: which is easier to walk on, wet ice or a dry path?"
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,3.8,12,Show with your hands what happens when you rub them together fast.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,-0.6,11,Look at the two soles. Point to the one that grips.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,0.4,18,Name one thing that is hard to push along the floor. Say why you think it is hard.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,1.6,17,"Which is easier to walk on, wet ice or a dry path? Say what makes the difference."
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,1.7,10,Rub your hands together. Say what you can feel changing.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,0.8,15,Trainers have patterned soles. An ice rink is kept smooth. Both are on purpose. Why?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,9.7,12,Name one everyday job that would be impossible if nothing gripped anything.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,1.5,14,The same shoes feel different on ice and on a dry path. Explain why.
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,-0.7,16,Your hands warm up when you rub them. Where do you think that heat comes from?
GROW__SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,1.5,16,"Trainers grip and ice rinks slide, both by design. What is being controlled in each case?"
GROW__SCI_G_W3A_Friction_Explore.html,exit,Supported,screen,0.5,5,Name one place friction helps.
GROW__SCI_G_W3A_Friction_Explore.html,exit,Standard,screen,2.3,8,Explain why a car needs friction to stop.
GROW__SCI_G_W3A_Friction_Explore.html,exit,Stretch,screen,6.7,14,Explain why the same force can be a design solution and a design problem.
GROW__SCI_G_W3A_Friction_Explore.html,print,Supported,print,2.8,52,Supported independent route ◆ Use a labelled picture and the word bank. Add arrows to it. Then finish this line: ‘Friction helps because…’. Scaffold W
GROW__SCI_G_W3A_Friction_Explore.html,print,Standard,print,6.5,34,Standard independent route ▲ Label two contact surfaces. Explain one helpful effect. Then explain one unhelpful effect. Scaffold Prompt card: surfaces
GROW__SCI_G_W3A_Friction_Explore.html,print,Stretch,print,2.3,41,Stretch independent route ★ Find one place where a designer would add friction. Find one place to cut it. Give a science reason for each. Scaffold Add
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,1.8,20,◆ Use a labelled picture and the word bank. Add arrows to it. Then finish this line: ‘Friction helps because…’.
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,1.8,28,Word bank: friction · surface · grip · rub · slow · heat. Use these words on your card. Sentence stem: ‘The surfaces are __ and __. Friction acts __. 
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,7.0,13,▲ Label two contact surfaces. Explain one helpful effect. Then explain one unhelpful effect.
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,4.4,17,Prompt card: surfaces → direction of friction → effect → why that effect matters. Do one box at a time.
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,1.2,21,★ Find one place where a designer would add friction. Find one place to cut it. Give a science reason for each.
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,1.2,16,Add a design trade-off. What gets better if friction changes? What new cost might that bring?
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,10.7,60,"What this model helps us see: It shows that friction acts against the direction of motion, and that grip comes from the pair of surfaces touching, not"
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,9.3,20,WORD HELP friction — the rub that slows things down surface — the outside face that touches resistance — pushing back against movement
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W3A_Friction_Explore.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
GROW__SCI_G_W3B_Friction_Do.html,arrival,Supported,screen,2.3,9,Point to a surface here where friction is high.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Supported,screen,3.9,16,"Point or say: which slides further on a smooth floor, a sock or a rubber shoe?"
GROW__SCI_G_W3B_Friction_Do.html,arrival,Supported,screen,3.1,13,Show how you would make a toy car go further along the floor.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Supported,screen,0.6,13,We test surfaces today. Point to the one you think will grip most.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Standard,screen,1.5,12,Last lesson you decided when friction helps. Give one place it helps.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Standard,screen,0.8,16,"Which would slide further on a smooth floor, a sock or a rubber shoe? Say why."
GROW__SCI_G_W3B_Friction_Do.html,arrival,Standard,screen,3.8,12,How would you make a toy car travel further along the floor?
GROW__SCI_G_W3B_Friction_Do.html,arrival,Standard,screen,1.5,14,"Today we test surfaces. Which surface will grip most, and how will we know?"
GROW__SCI_G_W3B_Friction_Do.html,arrival,Stretch,screen,3.1,20,Last lesson you found friction can be a problem too. Give one place a designer would want less of it.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Stretch,screen,3.6,15,"Predict which slides further, then say what you would keep the same to be sure."
GROW__SCI_G_W3B_Friction_Do.html,arrival,Stretch,screen,1.5,15,A toy car stops sooner than you expected. Name two things that could explain it.
GROW__SCI_G_W3B_Friction_Do.html,arrival,Stretch,screen,3.8,16,Today we test surfaces. What would make our answer trustworthy to someone who was not here?
GROW__SCI_G_W3B_Friction_Do.html,exit,Supported,screen,4.0,7,Which tested surface produced the most friction?
GROW__SCI_G_W3B_Friction_Do.html,exit,Standard,screen,7.2,10,Use one result to justify which surface produced most friction.
GROW__SCI_G_W3B_Friction_Do.html,exit,Stretch,screen,9.7,12,Explain one limitation of your investigation and how you would improve it.
GROW__SCI_G_W3B_Friction_Do.html,print,Supported,print,4.5,60,Supported independent route ◆ Use the prepared table. Start at the marked release point. Let the object go. Record LONGER or SHORTER. Or record the me
GROW__SCI_G_W3B_Friction_Do.html,print,Standard,print,5.6,33,Standard independent route ▲ Record the measured distance in centimetres (cm). Which surface made the most friction? Write that down. Scaffold Conclus
GROW__SCI_G_W3B_Friction_Do.html,print,Stretch,print,3.2,35,Stretch independent route ★ Repeat each surface. Check your repeats. Are they close? Then suggest one way to improve the method. Scaffold Evaluation p
GROW__SCI_G_W3B_Friction_Do.html,print,,print,3.1,23,◆ Use the prepared table. Start at the marked release point. Let the object go. Record LONGER or SHORTER. Or record the measured distance.
GROW__SCI_G_W3B_Friction_Do.html,print,,print,4.1,33,Visual sequence: predict → release from mark → measure → record → repeat → conclude. Do one step at a time. Tick each step off. Conclusion stem: ‘___ 
GROW__SCI_G_W3B_Friction_Do.html,print,,print,3.5,16,▲ Record the measured distance in centimetres (cm). Which surface made the most friction? Write that down.
GROW__SCI_G_W3B_Friction_Do.html,print,,print,5.1,13,Conclusion stem: ‘___ produced the most friction because the object travelled ___ compared with ___.’
GROW__SCI_G_W3B_Friction_Do.html,print,,print,2.0,17,★ Repeat each surface. Check your repeats. Are they close? Then suggest one way to improve the method.
GROW__SCI_G_W3B_Friction_Do.html,print,,print,2.2,14,Evaluation prompt. You try to keep the method the same. What might still vary?
GROW__SCI_G_W3B_Friction_Do.html,print,,print,10.8,58,"What this model helps us see: It lets you compare surfaces side by side when every surface gets the same release, so the surface is the only thing you"
GROW__SCI_G_W3B_Friction_Do.html,print,,print,11.2,22,"WORD HELP evidence — what you found out, written down observation — what you saw, recorded carefully repeat — doing it again the same way"
GROW__SCI_G_W3B_Friction_Do.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W3B_Friction_Do.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Supported,screen,2.6,11,Point to the surface from last lesson that gripped the most.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Supported,screen,0.5,5,Say one place friction helps.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Supported,screen,4.8,10,Show with your hands what friction does to something sliding.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Supported,screen,-0.7,9,Point to the door handle. It helps you push.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Standard,screen,1.5,15,"Last lesson you tested surfaces. Which gave the most friction, and how did you know?"
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Standard,screen,2.3,17,In Week 3 you decided friction can help or get in the way. Give one example of each.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Standard,screen,2.9,12,What does friction do to an object that is trying to slide?
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Standard,screen,0.4,18,Some tools let a small push do a big job. How do you think a door handle helps?
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Stretch,screen,6.2,15,Last lesson you used results as evidence. What made one result more trustworthy than another?
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Stretch,screen,7.7,17,Week 3: explain why the same force can be useful in one design and a problem in another.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Stretch,screen,4.2,13,Friction acts against sliding. Name something else it produces that you could feel.
GROW__SCI_G_W4A_Mechanisms_Explore.html,arrival,Stretch,screen,1.2,19,A small effort can move a big load. What do you think is being given up to get that?
GROW__SCI_G_W4A_Mechanisms_Explore.html,exit,Supported,screen,2.3,7,Name the point a lever turns around.
GROW__SCI_G_W4A_Mechanisms_Explore.html,exit,Standard,screen,3.8,12,Explain why moving a pivot can change how hard a lift feels.
GROW__SCI_G_W4A_Mechanisms_Explore.html,exit,Stretch,screen,8.8,12,Explain why a mechanism cannot give a force advantage without a trade-off.
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,Supported,print,2.5,48,Supported independent route ◆ Match each example to LEVER / PULLEY / GEARS. Then point to the pivot on a lever. Scaffold Picture key: lever = bar + pi
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,Standard,print,2.1,30,"Standard independent route ▲ Name the mechanism. Then say what it changes. It may change force size, direction or turning. Scaffold Stem: ‘This is a _"
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,Stretch,print,2.4,38,Stretch independent route ★ Take at least two mechanisms. State the gain for each one. Then state the trade-off. Scaffold Use force and distance words
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,3.9,15,◆ Match each example to LEVER / PULLEY / GEARS. Then point to the pivot on a lever.
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,0.1,29,Picture key: lever = bar + pivot; pulley = wheel + rope; gears = toothed wheels. Match the picture first. Then say the name. Stem: ‘This is a ___ beca
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,2.0,16,"▲ Name the mechanism. Then say what it changes. It may change force size, direction or turning."
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,-2.5,10,"Stem: ‘This is a ___ because ___. It helps by ___, but ___.’"
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,0.5,15,★ Take at least two mechanisms. State the gain for each one. Then state the trade-off.
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,1.8,19,Use force and distance words. Or use speed and turning-effect words. Do not just write ‘it makes it easier’.
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,9.1,54,"What this model helps us see: It shows where the effort, the pivot and the load sit, and that the mechanism changes the force you need. What this mode"
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,8.0,22,WORD HELP mechanism — a part that changes a force pivot — the point it turns around effort — the push or pull you supply
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,9.2,19,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _____________________________________________
GROW__SCI_G_W4A_Mechanisms_Explore.html,print,,print,3.6,15,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ "
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Supported,screen,0.6,7,Point to a lever in this room.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Supported,screen,2.3,9,Say which surface gripped most in the surface test.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Supported,screen,2.5,6,Point to something that needs grip.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Supported,screen,0.6,14,Watch the seesaw. Point to where you would sit to lift a heavy friend.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Standard,screen,1.5,15,"Last lesson you found levers, pulleys and gears. Name one and say what it changes."
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Standard,screen,0.1,16,In Week 3 you tested surfaces. What did you keep the same so the test was fair?
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Standard,screen,2.5,14,Week 3: give one place friction helps and one place it gets in the way.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Standard,screen,4.0,13,"On a seesaw, where would you sit to lift someone heavier than you?"
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Stretch,screen,6.8,15,"Last lesson: explain what a mechanism changes about a force, and what it leaves alone."
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Stretch,screen,9.7,12,Week 3: why does keeping everything else the same make a comparison trustworthy?
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Stretch,screen,1.5,15,Week 3: friction and levers both change how hard a job feels. Say how they differ.
GROW__SCI_G_W4B_Mechanisms_Do.html,arrival,Stretch,screen,4.0,14,Moving the pivot makes lifting easier. Predict what gets harder at the same time.
GROW__SCI_G_W4B_Mechanisms_Do.html,exit,Supported,screen,5.7,7,Which pivot position made your lift easier?
GROW__SCI_G_W4B_Mechanisms_Do.html,exit,Standard,screen,8.0,11,Use your evidence to explain why pivot position changed the effort.
GROW__SCI_G_W4B_Mechanisms_Do.html,exit,Stretch,screen,11.2,11,Explain the force–distance trade-off using your own measurements or observations.
