file,check,found,context
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,no-qmark-on-wh,'Do not run a second explanation over th,". The further out a planet is, the larger its journey around the Sun. Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do 2 · expand or connect Secure → unfamiliar example/reduce prom"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,no-qmark-on-wh,"'What I said, and what it changed. Write","changes because of it. 🎫 Exit ticket · response becomes the next step What I said, and what it changed. Write one line about what you said today and what changed because of it. What I said, and what it changed Write your own line here, or an adult"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,straight-apostrophe,"""n's""","overs why they stay there. Step 1 · Predict, before you test If the Sun's gravity switched off, what would a planet do? ▲ Fly off in a straight"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,straight-apostrophe,"""y's""",s in order. ☐ Classified planets as rocky or giant. ☐ Explained gravity's role in maintaining an orbit. Assessor comment Ring the tier the pupi
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,space-before-punct,'\n?',"· evidence on Earwig R · responded / Audience happened // · self-edit ? · read this back Important: this lesson does not write codes, store p"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,space-before-punct,' \n.',oing. Add all three positive distances first. The shortest distance is . In this comparison that suggests the greatest friction. Use the actua
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,space-before-punct,'\n:',"strip, then continue. Start again with the planet closest to the Sun. : point an imaginary gravity arrow toward the Sun and a motion arrow al"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,space-before-punct,' \n.',"st give up fitting on a page. .gl-predict .gl-btn Prediction received: . Nothing is marked. Test them and find out. <div class=""gl-name""> </di"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,space-before-punct,'\n.',"m and find out. <div class=""gl-name""> </div><p style=""margin:5px 0 0""> . Each result stays on the list so you can compare them. All three are"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,no-qmark-on-wh,'Do not run a second explanation over th,"question for the I Do. 🌱 Starter · make the new idea worth knowing 0 Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do · model the first concept Solar System visual with the Sun an"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,no-qmark-on-wh,'Do not run a second explanation over th,"usly, bending its path. Look for the inward force in the orbit model. Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do 2 · expand or connect Secure → unfamiliar example/reduce prom"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,no-qmark-on-wh,"'What I said, and what it changed. Write","changes because of it. 🎫 Exit ticket · response becomes the next step What I said, and what it changed. Write one line about what you said today and what changed because of it. What I said, and what it changed Write your own line here, or an adult"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,straight-apostrophe,"""y's""",s in order. ☐ Classified planets as rocky or giant. ☐ Explained gravity's role in maintaining an orbit. Assessor comment Ring the tier the pupi
GROW__SCI_G_W7A_The_Moon_Explore.html,space-before-punct,'\n?',"· evidence on Earwig R · responded / Audience happened // · self-edit ? · read this back Important: this lesson does not write codes, store p"
GROW__SCI_G_W7A_The_Moon_Explore.html,space-before-punct,' \n.',oing. Add all three positive distances first. The shortest distance is . In this comparison that suggests the greatest friction. Use the actua
GROW__SCI_G_W7A_The_Moon_Explore.html,space-before-punct,'\n:',"strip, then continue. Start again with the planet closest to the Sun. : point an imaginary gravity arrow toward the Sun and a motion arrow al"
GROW__SCI_G_W7A_The_Moon_Explore.html,no-qmark-on-wh,'Do not run a second explanation over th,"question for the I Do. 🌱 Starter · make the new idea worth knowing 0 Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do · model the first concept Moon phase visual showing sunlight"
GROW__SCI_G_W7A_The_Moon_Explore.html,no-qmark-on-wh,'Do not run a second explanation over th,"’s shadow causes an eclipse, not the ordinary monthly phase sequence. Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do 2 · expand or connect Secure → unfamiliar example/reduce prom"
GROW__SCI_G_W7A_The_Moon_Explore.html,no-qmark-on-wh,"'What I said, and what it changed. Write","changes because of it. 🎫 Exit ticket · response becomes the next step What I said, and what it changed. Write one line about what you said today and what changed because of it. What I said, and what it changed Write your own line here, or an adult"
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",GROW Science W7A · Explore · The Moon's Journey · Outstanding v3 ← Lessons Lesson overview GROW · Science · W
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",3 ← Lessons Lesson overview GROW · Science · Week 7A · Explore The Moon's Journey 🧭 Science mission Moon Detective: why does the Moon seem to c
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",? SUNLIGHT → → → QUARTER FULL QUARTER NEW OUR VIEW CHANGES not the Moon's light source Visual model: use it to predict and explain — not as dec
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",. SUNLIGHT → → → QUARTER FULL QUARTER NEW OUR VIEW CHANGES not the Moon's light source Teacher-controlled model: reveal the invisible Science a
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""","ges. ✘ What this model does not show It leaves out the tilt of the Moon's orbit, which is why we do not get an eclipse every month. Set the mod"
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",ve Loop 🎬 Media ◀ Previous Next ▶ GROW Science · W7A · Explore The Moon's Journey Name: _______________________________ Date: _________________
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""","nges. What this model does not show: It leaves out the tilt of the Moon's orbit, which is why we do not get an eclipse every month. WORD HELP p"
GROW__SCI_G_W7A_The_Moon_Explore.html,straight-apostrophe,"""n's""",which level of independence. Pupil ____________________ Lesson The Moon's Journey — GROW Science · Week 7 (40-min route · Explore) Date _______
GROW__SCI_G_W7B_The_Moon_Do.html,space-before-punct,'\n?',"· evidence on Earwig R · responded / Audience happened // · self-edit ? · read this back Important: this lesson does not write codes, store p"
GROW__SCI_G_W7B_The_Moon_Do.html,space-before-punct,' \n.',oing. Add all three positive distances first. The shortest distance is . In this comparison that suggests the greatest friction. Use the actua
GROW__SCI_G_W7B_The_Moon_Do.html,space-before-punct,'\n:',"strip, then continue. Start again with the planet closest to the Sun. : point an imaginary gravity arrow toward the Sun and a motion arrow al"
GROW__SCI_G_W7B_The_Moon_Do.html,space-before-punct,' \n.',"the line-up is close enough. .gl-predict .gl-btn Prediction received: . Nothing is marked. Test them and find out. <div class=""gl-name""> </di"
GROW__SCI_G_W7B_The_Moon_Do.html,space-before-punct,'\n.',"m and find out. <div class=""gl-name""> </div><p style=""margin:5px 0 0""> . Each result stays on the list so you can compare them. All three are"
GROW__SCI_G_W7B_The_Moon_Do.html,no-qmark-on-wh,'Do not turn the torch model into a perf,No signature. 🧑‍🏫 Support staff · this slide ✕ Close ONE SCIENCE RULE Do not turn the torch model into a performance. Protect the viewpoint idea and let the pupil direct whenever possible. Priority now Move learning forward Least prompt first Wait Self-prompt
GROW__SCI_G_W7B_The_Moon_Do.html,no-qmark-on-wh,'Do not run a second explanation over th,"question for the I Do. 🌱 Starter · make the new idea worth knowing 0 Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do · model the first concept Moon phase visual showing sunlight"
GROW__SCI_G_W7B_The_Moon_Do.html,no-qmark-on-wh,'Do not run a second explanation over th,"dow caused normal phases, there would be a lunar eclipse every month. Do not run a second explanation over the teacher. If secure, reduce proximity; if access is the barrier, quietly change modality. 👩‍🏫 I Do 2 · expand or connect Secure → unfamiliar example/reduce prom"
GROW__SCI_G_W7B_The_Moon_Do.html,no-qmark-on-wh,"'What I said, and what it changed. Write","changes because of it. 🎫 Exit ticket · response becomes the next step What I said, and what it changed. Write one line about what you said today and what changed because of it. What I said, and what it changed Write your own line here, or an adult"
GROW__SCI_G_W7B_The_Moon_Do.html,no-qmark-on-wh,'Which lit part we can see. The Sun alwa,"eived: "" "". Hold onto it — we find out by testing, not by being told. Which lit part we can see. The Sun always lights half the Moon. As the Moon orbits, we see more or less of that lit half. No shadow is involved. Lunar eclipse Earth\'s shadow really does fall on the Moon. This happe"
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""n's""",. SUNLIGHT → → → QUARTER FULL QUARTER NEW OUR VIEW CHANGES not the Moon's light source Visual model: use it to predict and explain — not as dec
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""h's""",🎯 Commit to a prediction Before we model it: what makes a phase? Earth's shadow on the Moon Which lit part we can see Clouds Choose one. Say i
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""n's""",. SUNLIGHT → → → QUARTER FULL QUARTER NEW OUR VIEW CHANGES not the Moon's light source Teacher-controlled model: reveal the invisible Science a
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""n's""","it. ✘ What this model does not show It leaves out the tilt of the Moon's orbit and the real distances, which is why eclipses are rare rather t"
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""h's""","not. Step 1 · Predict, before you test What makes a Moon phase? ▲ Earth's shadow on the Moon ◎ Which lit part we can see ✳ Clouds Choose one. S"
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""n's""","e it. What this model does not show: It leaves out the tilt of the Moon's orbit and the real distances, which is why eclipses are rare rather t"
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""n's""",which level of independence. Pupil ____________________ Lesson The Moon's Journey — GROW Science · Week 7 (40-min route · Do) Date ____________
GROW__SCI_G_W7B_The_Moon_Do.html,straight-apostrophe,"""h's""","ess → change mode, same goal. 🤝 We Do 2 · interactive exploration Earth's shadow on the Moon Which lit part we can see Clouds 0 1 Move support"
GROW__TEACHER_IMPLEMENTATION_GUIDE.html,no-qmark-on-wh,'How to run the v3 lessons as a coherent,ains available in the Lessons catalogue. Teacher implementation guide How to run the v3 lessons as a coherent GROW Science teaching system. The non-negotiable 40-minute grammar Explore: 4 Arrival + 4 Starter +
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,space-before-punct,"'\n,'","tal column names only routes verified present in the live lesson files , and says where one is still awaiting sign-off rather than advertising"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,no-qmark-on-wh,"'Do not collect breath, saliva, blood or","r body samples are collected or used at any point. 4 min Models only. Do not collect breath, saliva, blood or any body sample. Pupils with latex or material sensitivities use the card model. In-lesson Scientific reasoning model — reveal-step buttons linking sur"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,straight-apostrophe,"""g's""","any other cutting or boring tool are adult-performed where the setting's risk assessment says so, and are not placed on the pupil bench. Solut"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX.html,straight-apostrophe,"""l's""",ates the microscope. The observation and its explanation stay the pupil's. W3L2 Printed Micrograph Scale Investigation Printed cell images; rul
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html,space-before-punct,"'\n,'","tal column names only routes verified present in the live lesson files , and says where one is still awaiting sign-off rather than advertising"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html,no-qmark-on-wh,"'Do not collect breath, saliva, blood or","r body samples are collected or used at any point. 4 min Models only. Do not collect breath, saliva, blood or any body sample. Pupils with latex or material sensitivities use the card model. In-lesson Scientific reasoning model — reveal-step buttons linking sur"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html,straight-apostrophe,"""g's""","any other cutting or boring tool are adult-performed where the setting's risk assessment says so, and are not placed on the pupil bench. Solut"
LAUNCH__LAUNCH_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html,straight-apostrophe,"""l's""",ates the microscope. The observation and its explanation stay the pupil's. W3L2 Printed Micrograph Scale Investigation Printed cell images; rul
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,space-before-punct,' \n.',"n, not by more magnification. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Bigger and always sharper Bigger, but detail has a limit No change 0 1"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W3L1_Microscopy_Introduce.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,space-before-punct,' \n.',"ge 50 mm, actual 50 \u00b5m Match units first: 50 mm = \u00b5m. Then . Magnification has no unit. Convert 90 \u00b5m mm. Same length \u2014"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,space-before-punct,' \n.',"er, so the number is smaller. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. 1000 µm 100 µm 10 µm 0 1 ✏️ Independent · evidence & transfer Least pr"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W3L2_Calculating_Magnification_Explore.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,space-before-punct,' \n.',ip may be right; recheck substitution and arithmetic. CORRECT. 40 mm = . The checker says: UNIT ERROR. 40 was divided by 80 before the units
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,space-before-punct,' \n.',"MES ERROR. The checker says: .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,no-qmark-on-wh,'Do a short set of mixed exam questions.,min ✏️ Independent · evidence & transfer ✏️ Independent GCSE Biology Do a short set of mixed exam questions. One uses a measured image. Now check one answer. Check it yourself. Make one clear correction. Show it to an adult. Say why you changed it. 🧪 PRACTICAL / EVIDENCE RE
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. ×500 ×0.5 ×5000 0 1 ✏️ Independent · evidence & transfer Least prompt"
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,straight-apostrophe,"""e's""","can scribe your exact words. Next step up: Stretch — Past a microscope's resolution, more magnification adds no new detail. Explain why. R3 We"
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,straight-apostrophe,"""e's""","gnification formula on the card. R2 Week 3 · lesson 1 Past a microscope's resolution, more magnification adds no new detail. Explain why. Non-r"
LAUNCH__SCI_L_W3L3_Magnification_Lab_Do.html,straight-apostrophe,"""e's""",": explain why the units must match before you divide. Past a microscope's resolution, more magnification adds no new detail. Explain why. Expla"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,'\n.',"ing and reasoning, not by being told. Concentration difference doubled . A steeper gradient means faster net movement. Temperature raised . Wa"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,'\n.',"led . A steeper gradient means faster net movement. Temperature raised . Warmer particles move faster, so they spread faster. Distance doubled"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,'\n.',"Warmer particles move faster, so they spread faster. Distance doubled . A longer path slows net movement down. .sc-predict .sc-btn Prediction"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,space-before-punct,' \n.',"path slows net movement down. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,no-qmark-on-wh,'Do not claim the simulator proves every,two factors mechanistically and distinguish random from net movement. Do not claim the simulator proves every biological factor. What this model helps us see: It shows particles moving randomly and s
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Doubling the difference A little warming Doubling the distance 0 1 ✏️"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W4L1_Diffusion_Introduce.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,' \n.',"and reasoning, not by being told. Surface area doubled Exchange index . Millions of alveoli give more room for oxygen to cross at once. Wall"
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,' \n.',room for oxygen to cross at once. Wall thickness halved Exchange index . One cell thick means a short diffusion path. Blood flow doubled Excha
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,' \n.',"thick means a short diffusion path. Blood flow doubled Exchange index . Fresh blood carries oxygen away, which keeps the gradient steep. .sc-"
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,space-before-punct,' \n.',"ich keeps the gradient steep. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Huge surface area Very thin walls Rich blood supply 0 1 ✏️ Independent"
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W4L2_Diffusion_Lungs_Explore.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,space-before-punct,' \n.',"1d and the chain is complete. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. The WHAT sentence The BECAUSE sentence The FEATURE sentence 0 1 ✏️ Ind"
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W4L3_Diffusion_Explanation_Do.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,space-before-punct,' \n.',"on. The solute never crossed. .sc-predict .sc-btn Prediction received: . Nothing is marked. Test all three and find out. <div class=""sc-name"">"
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,no-qmark-on-wh,'Do not privately teach a second explana,s watch the reasoning process; you watch access and whether it lands. Do not privately teach a second explanation over the teacher. Flag a shared misconception. 🤝 We Do · hinge & response Wait time is the first intervention. Every
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,no-qmark-on-wh,'Do not treat a widget result as learnin,"the pupil drive variables, measurements or choices wherever possible. Do not treat a widget result as learning by itself. Ask for the pattern/explanation and adapt the next question. Into the cell No net movement Out of the cell 0 1 ✏️ Independent · evi"
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,no-qmark-on-wh,"'When feedback is given, ensure the pupi","pendence and authorship; reader/scribe is access, not lesser Science. When feedback is given, ensure the pupil actually edits, re-attempts, explains or applies it. Read these instructions aloud 🎫 Exit · receive and use the response Do"
LAUNCH__SCI_L_W5L1_Osmosis_Introduce.html,no-qmark-on-wh,'Do not reveal the key before the pupil ,. Read these instructions aloud 🎫 Exit · receive and use the response Do not reveal the key before the pupil commits. Read the actual response. Give one next learning move. The pupil uses it on the existing work; d
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,space-before-punct,'\n.',· needs internet · captions on · this lesson teaches fully without it . Not part of the printed pack. ✔ What this model helps us see It shows
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,space-before-punct,'\n.',"redict, before you test A potato piece goes into strong sugar solution . What happens to its mass? ▲ It gains mass ◎ It stays the same ✳ It lo"
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,space-before-punct,'\n?',ext step E · evidence R · responded / Audience happened // · self-edit ? · read back No code or pupil response is stored by this HTML. No publ
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,space-before-punct,'\n.',ed first. Percentage change = %. Keep the sign and divide by INITIAL. . Explain what the number means in this Biology context. Bigger is magn
LAUNCH__SCI_L_W5L2_Osmosis_Core_Practical_Explore.html,space-before-punct,' \n.',14 typically about \u221215%. .os-predict .os-btn Prediction received: . Nothing is marked. Test the three solutions and find out. <div class=
