pathway,week,file,verdict,surface,location,current_text,issue,science_reason,severity,fix_type,proposed_text,lead_ref
BUILD,W7,SCI_B_W7A_Food_Sources_Explore.html,AMBIGUOUS,screen,"data-type=""wedo"" · ""We Do 2 · interactive lab"" · Habitat Link Lab · chData caterpillar scenario (the default chain in W7A), middle card","[""caterpillar"", ""🐛 Caterpillar"", ""Supplied evidence: bird eats the caterpillar."", ""slot2""]","The lab instruction states ""Choose one card. The supplied evidence on the card tells you its place."" but the middle card's evidence string is identical to the third card's evidence string — the bird card also reads ""Supplied evidence: bird eats the caterpillar."" Read literally, that evidence describes the bird doing the eating, which is the justification for slot3, so a pupil following the stated rule can reasonably press ""3 · NEXT ANIMAL / LINK"" for the caterpillar. The widget then returns ""Check the supplied evidence on the card. Which place does it support?"", which is unanswerable, because the supplied evidence does not on its own support slot2. The same pattern occurs in this file's rabbit scenario, where the rabbit card reads ""Supplied evidence: fox eats rabbit in this simplified supplied example."" — again describing the third card's relationship. The code enforces one unique target per card (data-correct is distinct for every card and slabPlace accepts only an exact match), so the sorting logic is sound; it is the supplied reasoning that is under-determined.","To sit at position 2 (""ANIMAL THAT EATS IT"", i.e. the animal that eats the position-1 food source) the caterpillar needs evidence that it eats the leaf. The evidence currently on the card only establishes that something eats the caterpillar. Requiring the pupil to infer the middle position from being prey alone is an inference the lesson never models, and at BUILD pitch an identical string on two cards removes the discriminating cue the lesson promises.",medium,ONE-LINE-REWORD,"[""caterpillar"", ""🐛 Caterpillar"", ""Supplied evidence: the caterpillar eats the leaf, and a bird eats the caterpillar."", ""slot2""]",cross-pathway check 2 — every sort/match card has exactly ONE correct target
BUILD,W7,SCI_B_W7B_Food_Chain_Do.html,AMBIGUOUS,screen,"data-type=""wedo"" · ""We Do 2 · interactive lab"" · Habitat Link Lab · chData rabbit scenario (the default chain in W7B), middle card","[""rabbit"", ""🐇 Rabbit"", ""Supplied evidence: fox eats rabbit in this simplified supplied example."", ""slot2""]","Same defect as W7A, and more exposed here because W7B boots into the rabbit chain (the lab script ends with chScenario('rabbit')). The instruction is ""Choose one card. The supplied evidence on the card tells you its place."", but the rabbit card's evidence describes the fox eating the rabbit — which is the fox card's own justification for slot3 (the fox card reads ""Supplied evidence: fox eats rabbit in this example.""). Nothing on the rabbit card states that the rabbit eats grass, which is what places it at slot2. This file's caterpillar scenario has the same shape (""Supplied evidence: bird eats caterpillar."" appears on both the caterpillar and bird cards). Card-to-target mapping in code is unique, so the sort itself is sound.","Position 2 is ""ANIMAL THAT EATS IT"" — the animal that eats the position-1 food source. Justifying that position requires evidence of the rabbit feeding on grass. Evidence that the rabbit is itself eaten supports only the claim that the rabbit is not the top link, an inference the lesson does not model, and it is stated in near-identical terms on the card that belongs at slot3.",medium,ONE-LINE-REWORD,"[""rabbit"", ""🐇 Rabbit"", ""Supplied evidence: the rabbit eats grass, and a fox eats the rabbit in this simplified supplied example."", ""slot2""]",cross-pathway check 2 — every sort/match card has exactly ONE correct target
GROW,W3,SCI_G_W3A_Friction_Explore.html,WRONG,both,"data-type=""independent"" · PRACTICAL READY practical-cell ""Equipment""; identical bytes repeated in the Media & Practical Ready drawer (aside#v3MediaDrawer)","Trainer sole or rubber, smooth plastic/laminate, fabric/carpet, rough card/sandpaper, everyday friction picture cards.","The W3A equipment list offers sandpaper, but the pathway's own safety authority document forbids it. GROW_SCIENCE_PRACTICALS_MATRIX.html (and the PROGRESS_SCHOOLS copy), W3A row, Safety column, states verbatim: ""Light block only, worked inside the tray. Keep the floor clear. Do not use sandpaper — its cut edge abrades skin."" The lesson names sandpaper as core equipment in two places; TEACHER_IMPLEMENTATION_GUIDE.html and index.html carry the same string a third and fourth time. A staff member reading the lesson issues sandpaper; a staff member reading the matrix bans it. Cross-pathway check 8 fails.","Not a science error but a safety-instruction contradiction inside live SEND material. The matrix is the declared safety authority (""No CLEAPSS approval is claimed... local risk assessment""), so the lesson must not advertise an item the matrix prohibits. Rough card alone delivers the identical friction comparison, so nothing scientific is lost by removing it.",high,MECHANICAL-FIX,"Trainer sole or rubber, smooth plastic/laminate, fabric/carpet, rough card, everyday friction picture cards.",cross-pathway check 8 (teacher docs must contradict no lesson)
GROW,W3,SCI_G_W3A_Friction_Explore.html,WRONG,both,"data-type=""independent"" · WORD HELP bridge for the term ""friction""; repeated in the print pack WORD HELP box as ""<b>friction</b> — the rub that slows things down""","<span class=""wh-bridge"" hidden>the rub that slows things down</span>","The WORD HELP bridge defines friction as the thing that slows movement — which is precisely the misconception this lesson exists to repair. The same file's SCIENCE GLITCH repair states: ""Repaired. Friction is not good or bad on its own. The same force that slows a slide is what lets you walk, brake and hold a pencil."" The TA overlay ONE SCIENCE RULE says ""Friction acts against relative motion between touching surfaces"", and the I Do models ""friction is a contact force that acts against sliding or attempted sliding"". The bridge contradicts all three, and the pupil-facing bridge is the version a struggling pupil will actually take away.","Friction does not only slow things down: it is what accelerates a walker forward, holds a pencil and lets a tyre grip. ""Rub"" also excludes static friction, which the I Do explicitly teaches as ""attempted sliding"". Cross-pathway check 3 requires bridges to be scientifically faithful; this one is narrower than, and opposed to, the lesson's own core claim.",medium,ONE-LINE-REWORD,"<span class=""wh-bridge"" hidden>when two touching surfaces push against sliding</span>",cross-pathway check 3 (WORD HELP bridges scientifically faithful)
GROW,W3,SCI_G_W3A_Friction_Explore.html,WRONG,screen,"data-type=""arrival"" · scaffold-box below all three tier panels","<b>Rule:</b> Arrival retrieves three times and then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","Self-contradiction on the same slide. Six lines above, the retr-declare states: ""Weeks 1 and 2 were baseline. No science has been taught yet, so all three retrieval prompts ask what you already know from outside school. Nothing before this lesson is being recalled."" Every R1/R2/R3 badge on all three tiers is headed ""What you already know"". The Rule box tells staff R1 recalls last lesson and R2 the previous week — neither exists. This is boilerplate that was not localised for the first taught week.","Not a science claim, but a factual statement about the lesson sequence that is false as written and contradicts the declared framing in the box directly above it. TEACHER_IMPLEMENTATION_GUIDE.html confirms the declared framing: ""Autumn 1 W1–W2 were baseline weeks. No science was taught in them, so the W3 lesson opens from what pupils already know rather than from a previous lesson.""",medium,ONE-LINE-REWORD,"<b>Rule:</b> Arrival retrieves three times and then leads in. Weeks 1 and 2 were baseline, so R1, R2 and R3 all ask what you already know, and the lead-in opens today without teaching today’s concept.",retrieval-framing check applied to GROW W3A
GROW,W3,SCI_G_W3B_Friction_Do.html,WRONG,screen,"data-type=""arrival"" · scaffold-box below all three tier panels","<b>Rule:</b> Arrival retrieves three times and then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","Same unlocalised boilerplate as W3A. W3B's own retr-declare states: ""Week 3 is the first taught week. R1 recalls last lesson. R2 and R3 have no earlier taught science to reach, so they ask what you already know. This is declared, not hidden."" R1 is correctly badged ""Last lesson"" on all three tiers, but R2 and R3 are badged ""What you already know"". The Rule box claims R2 is the previous week and R3 is older material — there is no previous week of taught science to reach.","A false statement about the lesson sequence that contradicts the declaration on the same slide. The R1 half of the Rule is correct here (unlike in W3A), so only the R2/R3 clause needs repair.",medium,ONE-LINE-REWORD,"<b>Rule:</b> Arrival retrieves three times and then leads in. R1 is last lesson; R2 and R3 reach back to what you already know because no earlier science has been taught, and the lead-in opens today without teaching today’s concept.",retrieval-framing check applied to GROW W3B
GROW,W3,SCI_G_W3B_Friction_Do.html,WRONG,print,"print pack · second print-page · #print-witness Assessor Witness Statement · ""Lesson"" table row",Friction: Friend and Enemy — GROW Science · Week 3 (40-min route · Do),"The witness statement in W3B names the W3A lesson. W3B's own <h1> is ""Friction: Test the Surfaces"" and its <title> is ""GROW Science W3B · Do · Friction: Test the Surfaces"". The assessor record that goes into a Pearson Entry Level 8939 / AQA UAS evidence file therefore records the wrong lesson title against the observed work.","An awarding-body evidence record must identify the session it witnesses. W3A's copy of this row is correct (""…· Week 3 (40-min route · Explore)"" against h1 ""Friction: Friend and Enemy""), which shows the W3B row was left unedited when the title was changed.",medium,MECHANICAL-FIX,Friction: Test the Surfaces — GROW Science · Week 3 (40-min route · Do),cross-pathway check 8 (assessment doc must not contradict its lesson)
GROW,W3,SCI_G_W3A_Friction_Explore.html,AMBIGUOUS,print,"print pack · second print-page · #print-witness · first ""Observed in this lesson"" checkbox. Identical bytes appear at the same anchor in SCI_G_W3B_Friction_Do.html and need the same edit.",☐ Defined friction as a force between rubbing surfaces.,"The assessed criterion says ""rubbing surfaces""; the lesson taught ""touching surfaces"". W3A's success criterion is ""I can state that friction acts between touching surfaces"", the I Do models ""a contact force that acts against sliding or attempted sliding"", and the TA ONE SCIENCE RULE says ""between touching surfaces"". A pupil who gives the taught answer has not met the criterion as worded, and a pupil who says ""rubbing"" has stated something narrower than what was taught.","""Rubbing"" implies relative motion and so excludes static friction — the ""attempted sliding"" case the I Do explicitly teaches. Friction acts between surfaces that touch, whether or not they are moving. The witness record should mirror the success criterion it evidences.",medium,ONE-LINE-REWORD,☐ Defined friction as a force between touching surfaces.,cross-pathway check 8 (assessment doc must not contradict its lesson)
GROW,W3,SCI_G_W3B_Friction_Do.html,MODEL-CAVEAT-OK,both,"data-type=""ido"" (I Do 1) · model-limit .ml-yes row; repeated verbatim in the print pack model box","It lets you compare surfaces side by side when every surface gets the same release, so the surface is the only thing you changed.","Mild internal tension with its own paired ✘ row, which reads ""It leaves out how evenly each surface was laid, the friction inside the wheels, and the air pushing back on the car."" How evenly each surface was laid IS a difference between the surfaces, so the ✔ row's flat claim that the surface is the only thing that changed is contradicted two lines later. Secondary: the caveat describes the practical procedure, while the diagram it sits under is the static grip/motion/brake SVG, which shows no side-by-side surface comparison.","The ✘ row is correct and the ✔ row is correct about intent but overstated about fact — controlling the release controls what you meant to change, not everything that varied. One word restores the honesty the ✘ row is aiming for and matches the lesson's own Stretch prompt ""You try to keep the method the same. What might still vary?""",low,ONE-LINE-REWORD,"It lets you compare surfaces side by side when every surface gets the same release, so the surface is the only thing you meant to change.",cross-pathway check 4 (model-limitation caveats are themselves true)
GROW,W3,SCI_G_W3A_Friction_Explore.html,OVER-PITCHED,print,print pack · first print-page · the four arrival prompts (R1/R2/R3/Lead-in). Same structure in SCI_G_W3B_Friction_Do.html.,<b>R1 · What you already know:</b> Name one thing that is hard to push along the floor. Say why you think it is hard.,"printTier() only filters .print-route blocks (CSS: body[data-print-tier] .print-route{display:none} plus the three per-tier overrides). The arrival prompts carry no tier class, so all three printed packs — including ""🖨 ◆ Supported pack"" — print the Standard-tier retrieval wording. A Supported pupil's printed sheet asks ""Name one thing that is hard to push along the floor. Say why you think it is hard."" where the screen would give them ""Point to something here that would be hard to slide along the floor."" The independent route on the same sheet is correctly Supported, so the sheet is internally mismatched in pitch.","No science is wrong; the Science goal is identical across tiers by design. But the printed Supported pack silently raises the response demand from point/show to name-and-justify, which is the access difference the tiering exists to remove. This is a suite-wide design decision (all ten v3 files behave this way), so the owner should rule rather than a mechanical patch being applied to W3 alone.",low,PROPOSED,,screen vs print parity check
GROW,W5,SCI_G_W5B_Fair_Test_Do.html,WRONG,print,print-pack · print-page 1 · div.print-route.supported (Supported independent route),"<div class=""print-box"">◆ Prepared table + marked release point + adult reads sequence aloud when needed.</div>
<h3>Scaffold</h3><div class=""print-box"">Sequence card: set → release → measure → record → reset. Keep the next step visible, not the whole method. Conclusion: ‘As ___ changed, ___. My evidence is ___.’</div>","SCREEN/PRINT PARITY BREAK. The screen Supported route card reads '◆ Prepared table + marked release point. An adult reads each step aloud.' with scaffold 'Sequence card: set → release → measure → record → reset. Show only the next step. Cover the rest of the method. Conclusion stem: ‘As ___ changed, ___ changed. My evidence for this is ___.’'. The print pack carries different wording AND a different conclusion sentence frame. The printed frame ‘As ___ changed, ___.’ drops the second verb, so a pupil filling the printed sheet is asked to write a different sentence from the one modelled on the board.","The conclusion stem is the pupil's scientific product. 'As ___ changed, ___ changed' forces the pupil to state a dependent-variable response, which is the whole learning objective ('decide what the data shows'). The truncated printed frame ‘As ___ changed, ___.’ can be completed without naming any change in the measured variable, so the printed route no longer evidences the objective the screen route evidences. Two surfaces of the same lesson must ask for the same sentence.",medium,MECHANICAL-FIX,"<div class=""print-box"">◆ Prepared table + marked release point. An adult reads each step aloud.</div>
<h3>Scaffold</h3><div class=""print-box"">Sequence card: set → release → measure → record → reset. Show only the next step. Cover the rest of the method. Conclusion stem: ‘As ___ changed, ___ changed. My evidence for this is ___.’</div>",
GROW,W5,SCI_G_W5B_Fair_Test_Do.html,WRONG,print,print-pack · print-page 1 · div.print-route.standard (Standard independent route),"<div class=""print-box"">▲ Three repeats with units + evidence-based conclusion.</div>
<h3>Scaffold</h3><div class=""print-box"">Conclusion: ‘As ___ changed, ___. My evidence is ___.’</div>","SCREEN/PRINT PARITY BREAK. Screen Standard route card is '▲ Three repeats with units + a clear conclusion. Base it on your results.' with scaffold 'Conclusion stem: ‘As ___ changed, ___ changed. My evidence for this is ___.’'. The print pack carries older, unsimplified wording and the same truncated conclusion frame as the Supported print route.","Same defect as the Supported route: the printed sentence frame no longer requires the pupil to state what happened to the measured (dependent) variable, which is the assessed conclusion skill for W5B. The task instruction also differs in meaning — the screen explicitly requires the conclusion to be based on the pupil's own results, the print does not.",medium,MECHANICAL-FIX,"<div class=""print-box"">▲ Three repeats with units + a clear conclusion. Base it on your results.</div>
<h3>Scaffold</h3><div class=""print-box"">Conclusion stem: ‘As ___ changed, ___ changed. My evidence for this is ___.’</div>",
GROW,W5,SCI_G_W5B_Fair_Test_Do.html,WRONG,print,print-pack · print-page 1 · div.print-route.stretch (Stretch independent route),"<div class=""print-box"">★ Calculate means, identify unusual variation and evaluate one specific improvement.</div>
<h3>Scaffold</h3><div class=""print-box"">Evaluation: ‘The result I trust least is ___ because ___. I would improve ___ by ___.’</div>",SCREEN/PRINT PARITY BREAK. Screen Stretch route card is '★ Work out the mean for each surface. Look for unusual variation. Then evaluate one improvement.' with scaffold 'Evaluation stem: ‘I trust ___ least. I say this because ___. I would improve ___ by ___.’'. The print pack carries different task wording and a different evaluation frame.,"The screen frame 'I trust ___ least' can take a surface, a set of repeats or a single reading; the printed frame 'The result I trust least is ___' narrows it to a single result, so the printed sheet asks a narrower evaluation question than the one modelled and than the Stretch exit ticket ('Explain whether the repeats were consistent...'), which is about the repeat set. Both surfaces must ask the same thing.",medium,MECHANICAL-FIX,"<div class=""print-box"">★ Work out the mean for each surface. Look for unusual variation. Then evaluate one improvement.</div>
<h3>Scaffold</h3><div class=""print-box"">Evaluation stem: ‘I trust ___ least. I say this because ___. I would improve ___ by ___.’</div>",
GROW,W5,SCI_G_W5A_Fair_Test_Explore.html,AMBIGUOUS,screen,"data-type=""starter"" · div.commit-box · prediction prompt",Before we repair it: this test changes surface AND ramp height. Can it answer the question?,"Self-contradiction inside one slide. The bridge text immediately above it defines the demonstration as 'Watch a deliberately bad test: I change the surface AND push the trolley harder. The trolley goes further. What caused the change?' The commit prompt then says 'this test changes surface AND ramp height'. The referent 'this test' has no ramp-height change in it — the starter slide carries no hero SVG, so nothing on the slide mentions ramp height.","Pupils are being asked to commit to a judgement about a specific broken method. If the two named confounders differ between the demonstration and the question, the pupil cannot identify which second variable is the confound, and the whole point of the starter (only one deliberate change) is blurred. The identified confound must match the demonstration actually run.",medium,MECHANICAL-FIX,Before we repair it: this test changes surface AND push. Can it answer the question?,
GROW,W5,SCI_G_W5B_Fair_Test_Do.html,OVER-PITCHED,screen,"data-type=""wedo"" (We Do 2) · gsglab-W5B · gsgLab_W5B.data Set C reveal text","40, 66, 88 cm. The repeats spread widely. A mean of 64.7 cm hides how little the readings agree. Something in the method is not controlled.","The final clause states a cause as established fact from three readings. Every other data judgement in this lesson is correctly hedged ('suggesting the most friction here', 'Investigate the odd one', 'does your mean describe your repeats, or hide them?'), so this line is the one place the lesson asserts a conclusion the data cannot establish.","A wide spread across three repeats is consistent with an uncontrolled variable, but it is equally consistent with ordinary random measurement variation on a low-precision method (release timing, reading a tape to the nearest cm). Three readings cannot separate those. Telling pupils the spread proves a control failure teaches the opposite of the evaluation skill the same slide is assessing — that a spread is a prompt to investigate, not a verdict. The arithmetic itself is correct: (40+66+88)/3 = 64.666... = 64.7 cm.",low,ONE-LINE-REWORD,"40, 66, 88 cm. The repeats spread widely. A mean of 64.7 cm hides how little the readings agree. That suggests something in the method may not be controlled - check it before you trust this mean.",
GROW,W5,SCI_G_W5A_Fair_Test_Explore.html,AMBIGUOUS,screen,"data-type=""wedo"" (We Do 2) · gsglab-W5A · gsgLab_W5A.data 'Time of day' reveal text","Measured in minutes. Nothing in our question depends on it, so measuring it tells us nothing about surface.","'Time of day' is stated to be 'Measured in minutes'. A time of day is a clock reading (hh:mm), not a duration; minutes are the unit of an elapsed interval. The two sibling cards in the same lab correctly give 'Measured in centimetres (cm)' for distance and ramp height.","This lab is the lesson's unit-teaching surface — the same slide's SCIENCE GLITCH is 'A number on its own is enough to record', repaired with 'A number with no unit means nothing'. Attaching the wrong kind of quantity to its unit on the one card that is meant to model unit choice undercuts that. Low severity because the card is a designed non-answer distractor and no pupil records it.",low,ONE-LINE-REWORD,"Read from a clock in hours and minutes. Nothing in our question depends on it, so measuring it tells us nothing about surface.",
GROW,W5,SCI_G_W5A_Fair_Test_Explore.html,AMBIGUOUS,print,print-pack · print-page 1 · div.print-route.standard scaffold,"<h3>Scaffold</h3><div class=""print-box"">Sentence: ‘I will change __, measure __ in __, and keep __ and __ the same.’</div></div><div class=""print-route stretch"">","SCREEN/PRINT PARITY. The screen Standard scaffold reads 'Sentence: ‘I will change __, measure __ in __, and keep __ and __ the same.’ Fill each gap from your plan. Check the unit is there.' The print pack drops the two instruction sentences, including the unit check. The sentence frame itself is identical, so this is a trim rather than a contradiction.",'Check the unit is there' is the only place in the Standard print route that enforces the third success criterion ('I can explain why units and repeats improve evidence') on the printed sheet. A pupil working from paper can complete every gap in the frame with a bare number and lose the unit that the whole I Do 2 sequence and the We Do 2 glitch repair were built to secure.,low,MECHANICAL-FIX,"<h3>Scaffold</h3><div class=""print-box"">Sentence: ‘I will change __, measure __ in __, and keep __ and __ the same.’ Fill each gap from your plan. Check the unit is there.</div></div><div class=""print-route stretch"">",
GROW,W4,SCI_G_W4B_Mechanisms_Do.html,WRONG,screen,"data-type=""arrival"", data-tier=""Stretch"" — Lead-in (retr-ask); also appears as the Standard tier's ""Next step up: Stretch —"" pointer and inside the Stretch panel's data-speak-text (3 occurrences of the identical sentence on one source line)",Moving the pivot makes lifting easier. Predict what gets harder at the same time.,"Stated as an unconditional fact. Moving the pivot does not make lifting easier — it depends which way it moves. This lesson's own We Do lab teaches the opposite half: ""Near your hands — Most effort needed."" The sentence also asserts the answer to the Starter's own open prediction (""where should the pivot go to lift most easily?"") before pupils test it.","For a class-1/class-2 lever the effort needed falls only when the pivot moves TOWARDS the load (shorter load arm, longer effort arm). Moving the pivot towards the effort raises the effort required. As written the claim is false for half the possible moves, and the lesson's frozen lab results contradict it.",medium,ONE-LINE-REWORD,Moving the pivot can make lifting easier. Predict what gets harder at the same time.,Prediction-language check applied to GROW (over-certain prediction language)
GROW,W4,SCI_G_W4B_Mechanisms_Do.html,AMBIGUOUS,both,"data-type=""independent"" — Stretch route card (route-card stretch) and the matching print-route stretch print-box; identical string appears twice (screen @ offset 55580, print @ offset 67881)",★ Measure the effort. Then measure the movement distance. Explain the trade-off. Use both pieces of evidence.,"This is the only route that instructs pupils to MEASURE a force, and it names no unit on either surface. Newtons appear exactly once in the whole file — in the screen-only task box (""Use a spring balance if you have one and record the force in newtons (N)."") — and that sentence is not carried into the print pack at all. A pupil or TA working from the printed Stretch pack measures a force with no unit anywhere on the page.","Force is measured in newtons (N). GROW cross-check 7 requires newtons to be named on every practical route that measures force; the printed practical surface currently names no force unit at all, and the distance readout (cm) is the only quantity with a unit in view, which invites the classic distance-for-force substitution.",medium,MECHANICAL-FIX,"★ Measure the effort — in newtons (N) with a spring balance, or on your agreed scale. Then measure the movement distance in cm. Explain the trade-off. Use both pieces of evidence.","GROW W3B / W4B: practical route may never name NEWTONS — partially CONFIRMED for W4B (screen names it, routes and print pack do not)"
GROW,W4,SCI_G_W4A_Mechanisms_Explore.html,AMBIGUOUS,screen,"data-type=""wedo"" (We Do 2) — Mechanism Hunt, gsgMhData.gears.change string in the GSG-1 A6 specimen script; surfaces in the mh-stage panel and in the frozen mh-list","Meshed gears pass turning from one wheel to another. They can change speed, direction or turning force.","The Mechanism Hunt asks pupils to find exactly one target twice — Step 1 ""Which one changes the direction of a pull?"" and, once all three are frozen, ""which one changed the DIRECTION of a force, and which one changed how BIG it needed to be?"". The gears result line claims gears change ""speed, direction or turning force"", so the frozen evidence supports GEARS as an answer to BOTH comparison questions as well as PULLEY and LEVER. The activity is explicitly built so the frozen list is the evidence, so the clash is load-bearing, not decorative.","Meshed external gears do reverse the direction of rotation and do change torque, so the sentence is not false — but ""direction"" and ""force"" here mean rotational direction and torque, not the direction or size of a linear pull, which is what the two hunt questions are about. Naming turning explicitly keeps the statement true, removes the collision with the pulley (direction of a pull) and the lever (size of effort), and matches the hero SVG caption already in the file, ""trade speed for turning effect"".",medium,ONE-LINE-REWORD,Meshed gears pass turning from one wheel to another. Changing the gear sizes trades turning speed for turning force.,Cross-pathway check 2 (one correct target per card)
GROW,W4,GROW_SCIENCE_PRACTICALS_MATRIX.html,WRONG,teacher-doc,"W4A row, column ""Digital alternative""",It covers the lever station only — pulleys and gears have no installed digital route in this lesson.,"False against the live W4A file. SCI_G_W4A_Mechanisms_Explore.html ships a Mechanism Hunt in We Do 2 with ""Test LEVER / Test PULLEY / Test GEARS"" buttons; gsgMhTest() writes a result for the pulley (""A fixed pulley changes the direction of your pull..."") and for the gears and freezes both into the mh-list. The matrix's own preamble states the digital column ""names only routes that are installed in the live lesson files — where a route does not exist, this page says so rather than advertising one"", so this row breaks the page's declared rule in the opposite direction: it denies a route that exists, and a teacher planning for a pupil who cannot handle equipment would wrongly conclude no digital pulley/gear route is available.","Not a science error but a teacher-doc contradiction (cross-check 8): the safety/access matrix misdescribes the access provision actually installed in the lesson, which is the exact thing the matrix exists to guarantee. The byte-identical sentence is also present in GROW_SCIENCE_PRACTICALS_MATRIX_PROGRESS_SCHOOLS.html and needs the same edit.",medium,MECHANICAL-FIX,The Mechanism Hunt adds a button route for the pulley and gear stations: each is tested by button and its written result stays frozen on the page.,"Same failure mode as the GROW W7B lead (matrix route count vs actual buttons) — that lead is not applicable to W4, but this W4A instance is confirmed"
GROW,W4,SCI_G_W4B_Mechanisms_Do.html,WRONG,print,"print-pack → second print-page → #print-witness ""Assessor Witness Statement"" → ""Observed in this lesson"" checkbox block","☐ Named lever, pulley and gear with one example each.</p><p style=""margin:0 0 5px"">☐ Identified the pivot correctly.</p><p style=""margin:0 0 5px"">☐ Stated both the gain and the cost of a mechanism.","W4B's witness statement carries W4A's criteria verbatim. W4B's own success criteria are ""I can set up a lever safely / I can compare at least two pivot positions / I can explain the force–distance trade-off"". The first printed checkbox asks an assessor to record that the pupil ""Named lever, pulley and gear with one example each"" — pulleys and gears are not taught, tested or mentioned in any W4B task; the lesson is a lever-only investigation. Nothing on the sheet records the two outcomes W4B actually generates (comparing pivot positions; the force–distance trade-off).","An Entry Level / UAS witness statement is an assessment record. Ticking an outcome the lesson never delivered creates evidence that cannot be substantiated from the pupil's work, and the outcomes that CAN be substantiated have no box.",medium,MECHANICAL-FIX,"☐ Set up a lever safely.</p><p style=""margin:0 0 5px"">☐ Compared at least two pivot positions.</p><p style=""margin:0 0 5px"">☐ Explained the force–distance trade-off.",Cross-pathway check 8 (teacher docs must contradict no lesson)
GROW,W4,SCI_G_W4B_Mechanisms_Do.html,WRONG,print,"print-pack → #print-witness → identification table, ""Lesson"" row","Levers, Pulleys and Gears — GROW Science · Week 4 (40-min route · Do)","The witness statement names W4A's lesson title. W4B's own title, on the title slide and at the head of the same print pack, is ""Mechanisms: Lever Investigation"".","Teacher-doc/lesson contradiction on an assessment record: the sheet identifies the wrong lesson, so the recorded evidence is filed against a session the pupil did not do.",low,MECHANICAL-FIX,Mechanisms: Lever Investigation — GROW Science · Week 4 (40-min route · Do),Cross-pathway check 8
GROW,W4,SCI_G_W4B_Mechanisms_Do.html,AMBIGUOUS,screen,"data-type=""arrival"" — the scaffold-box ""Rule"" line vs the R2/R3 badges in all three tier panels","<b>Rule:</b> Arrival retrieves three times and then leads in. R1 is last lesson, R2 is the previous week, R3 is older material, and the lead-in opens today without teaching today’s concept.","W4B's R2 and R3 are both labelled and sourced from Week 3 (""R2 · Week 3"" / ""R3 · Week 3""), but the Rule box on the same slide states R3 is ""older material"". W4A, which has the same constraint, resolves this with an explicit retr-declare box; W4B omits it, so the slide contradicts its own stated rule with nothing explaining why. Fix by inserting W4A's declaration (proposed_text) immediately after the arrival li-box ""Retrieve the previous lesson: W4A — ..."" div and before the entry-route div, matching W4A's element order.",Not a science error; a self-contradiction on the teaching surface. The declaration matters because it is the honest reason (Week 4 has only one taught week behind it) rather than a repeat that looks like an authoring slip.,low,MECHANICAL-FIX,"<div class=""retr-declare""><b>Week 4 has one taught week behind it.</b> R3 is a second Week 3 retrieval. That is declared here rather than reaching for science that has not been taught.</div>",Retrieval-structure check applied to GROW
GROW,W4,SCI_G_W4A_Mechanisms_Explore.html,AMBIGUOUS,teacher-doc,"data-type=""independent"" — practical-ready ""Equipment"" cell (also repeated in the #v3MediaDrawer Equipment block, and mirrored in TEACHER_IMPLEMENTATION_GUIDE.html and index.html)",scissors (adult-controlled as needed),"GROW_SCIENCE_PRACTICALS_MATRIX.html — the page that declares itself the safety authority for these practicals — specifies ""scissors (adult-held only)"" and ""Adult sets out four labelled stations and keeps every sharp tool"" for W4A. The lesson's own equipment line says ""adult-controlled as needed"", which permits a pupil to hold them; the same independent task also invites pupils to ""Handle them, or just inspect them"".","Not a science error; a safety-doc/lesson divergence. ""Adult-held only"" is an absolute control; ""adult-controlled as needed"" is a discretionary one, so the two documents license different handling of the only sharp tool in the lesson. Owner should rule which wording stands and align all four files.",low,PROPOSED,scissors (adult-held only),Cross-pathway check 8
GROW,W4,SCI_G_W4A_Mechanisms_Explore.html,AMBIGUOUS,print,print-pack → first print-page → p.pentry (byte-identical paragraph exists at the same position in SCI_G_W4B_Mechanisms_Do.html),"<b>Not here last lesson?</b> Everything you need is in the box above — read it, then answer.","On screen this line sits directly under the ""Retrieve the previous lesson"" li-box, so ""above"" is correct. In the print pack the same wording is printed between the Name/Date line and the Learning objective, two paragraphs ABOVE the ""Arrival retrieval:"" box it points at. A pupil who missed the previous lesson is directed to blank space.","Print-surface referent error, not a science error. Wording differs from screen only in the direction word, so the mid-year-arrival entry route stays intact on both surfaces.",low,MECHANICAL-FIX,"<b>Not here last lesson?</b> Everything you need is in the retrieval box below — read it, then answer.",Screen vs print parity check
