pathway,file,slide,tier,surface,qnum,stem,encoded_answer,verdict,disposition
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,independent,,screen,,◆ The plate sections are labelled for you. Choose from a small set of cards. 🧰 Scaffold Use one card at a time. The adult reads the labels. The pupil points or places it. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,independent,,screen,,▲ Build the full card model. Then explain two decisions. 🧰 Scaffold Explain group → why it belongs → how the whole plate shows range. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,independent,,screen,,★ Judge your model as a way to teach. Change one part. A new learner should then see the group pattern. 🧰 Scaffold Judge how clear it is. Check the science is right. Looks are not enough. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,Supported,screen,,Point to one group and one matching card.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,Standard,screen,,Explain what makes your model balanced.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,Stretch,screen,,Name the feedback you used and how the model improved.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,,screen,,Point to one group and one matching card.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,,screen,,Explain what makes your model balanced.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,exit,,screen,,Name the feedback you used and how the model improved.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,Supported,print,,◆ The plate sections are labelled for you. Choose from a small set of cards.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,Standard,print,,▲ Build the full card model. Then explain two decisions.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,Stretch,print,,★ Judge your model as a way to teach. Change one part. A new learner should then see the group pattern.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"New to this class, or not sure? Everything you need is in the box above — read it, then answer.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Learning objective: I can design, build and explain a balanced plate model using food groups.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Model: helps us see — The model lets us check whether the group rules are visible and the pattern is easy to read. Does not show — It is a learning model, not a plan for any person’s eating, body or health.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Previous lesson retrieval: W6A — foods can be sorted into groups and a balanced pattern includes a range across groups.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Arrival (Supported forms): 1) Place one example card into its group. 2) Match one card to GROWTH/REPAIR. 3) Point to where the model arm bends. 4) Look at the design brief card. Point to the plate shape.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,◆ The plate sections are labelled for you. Choose from a small set of cards.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,▲ Build the full card model. Then explain two decisions.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,★ Judge your model as a way to teach. Change one part. A new learner should then see the group pattern.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Your model before and after, with your reason. A photo, your voice, or an adult watching.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Supported: Point to one group and one matching card.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Standard: Explain what makes your model balanced.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Stretch: Name the feedback you used and how the model improved.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Observed in this lesson,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,☐ Named at least two food groups.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,☐ Sorted eight foods into correct groups.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,☐ Described balance in their own words.,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Assessor comment,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,Date: ____________________ PUPIL / EVIDENCE ID: ____________________,,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Learning objective: I can design, build and explain a balanced plate model using food groups.",,CORRECT,
BUILD,SCI_B_W6B_Balanced_Plate_Do.html,print,,print,,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces it.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,1,Last lesson: Point to one group you used on your plate model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,2,Last week: Place one food card into its group.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,3,Older learning: Match one card to ENERGY.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Supported,screen,4,Lead-in: Point to an animal card. Point to something it might eat.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,1,Last lesson: Say one change you made to your design and why.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,2,Last week: Name two food groups.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,3,Older learning: Name two jobs food does for a body.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Standard,screen,4,Lead-in: People get food from shops. Where do you think a wild animal gets food?,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,1,Last lesson: Explain how feedback improved your plate model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,2,Last week: Explain what balance meant in our model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,3,Older learning: Explain why variety matters for food jobs.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,Stretch,screen,4,Lead-in: Do you think a plant needs to eat? Say what you think and why.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,1,Last lesson: Point to one group you used on your plate model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,2,Last week: Place one food card into its group.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,3,Older learning: Match one card to ENERGY.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,4,Lead-in: Point to an animal card. Point to something it might eat.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,1,Last lesson: Say one change you made to your design and why.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,2,Last week: Name two food groups.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,3,Older learning: Name two jobs food does for a body.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,4,Lead-in: People get food from shops. Where do you think a wild animal gets food?,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,1,Last lesson: Explain how feedback improved your plate model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,2,Last week: Explain what balance meant in our model.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,3,Older learning: Explain why variety matters for food jobs.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,arrival,,screen,4,Lead-in: Do you think a plant needs to eat? Say what you think and why.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,starter,,screen,,"Plant and rabbit mystery: both are alive and need energy. Which one can make its own food, and which one must find/eat food?",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,,Food Finder. Match each animal card to a food source. The food must suit that animal. Then build one simple food-source path. Show your path to an adult. Explain each step in your own words.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,,◆ Match four animal-food pairs. Use the picture anchors. They will help you. 🧰 Scaffold Give just two choices at a time. Then add one habitat clue. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,,▲ Match six pairs. Then build one food path. Use three cards. 🧰 Scaffold Stem: ‘The ___ gets food by eating ___.’ Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,independent,,screen,,★ Build two paths. Then take one food source away. What would change? Say what might happen next. 🧰 Scaffold Say which animal depends on which food. Keep your words simple. Short words are fine. Fade it: remove the first prompt no longer needed.,,OVER-PITCHED,"FIXED prediction language (e690c8f) | ONE-LINE-REWORD: The first clause still uses over-certain prediction language. ""What would change?"" asserts that a determinate change fol"
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,Supported,screen,,Can animals make their own food: yes / no?,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,Standard,screen,,Give one animal and where it gets food from.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,Stretch,screen,,Explain the difference between how a plant and an animal gets food.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,,screen,,Can animals make their own food: yes / no?,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,,screen,,Give one animal and where it gets food from.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,exit,,screen,,Explain the difference between how a plant and an animal gets food.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,Supported,print,,◆ Match four animal-food pairs. Use the picture anchors. They will help you.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,Standard,print,,▲ Match six pairs. Then build one food path. Use three cards.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,Stretch,print,,★ Build two paths. Then take one food source away. What would change? Say what might happen next.,,OVER-PITCHED,"FIXED prediction language (e690c8f) | ONE-LINE-REWORD: The first clause still uses over-certain prediction language. ""What would change?"" asserts that a determinate change fol"
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"New to this class, or not sure? Everything you need is in the box above — read it, then answer.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Learning objective: I can explain that animals get food by eating, while plants can make their own food.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Model: helps us see — The chain shows what is eaten by what, one link at a time. Does not show — A three-link chain is a simple model. Real feeding is a bigger web, and it can change.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Previous lesson retrieval: Aut1·W6 — food groups and balanced patterns; different foods can serve different roles.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Arrival (Supported forms): 1) Point to one group you used on your plate model. 2) Place one food card into its group. 3) Match one card to ENERGY. 4) Point to an animal card. Point to something it might eat.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,◆ Match four animal-food pairs. Use the picture anchors. They will help you.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,▲ Match six pairs. Then build one food path. Use three cards.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,★ Build two paths. Then take one food source away. What would change? Say what might happen next.,,OVER-PITCHED,"FIXED prediction language (e690c8f) | ONE-LINE-REWORD: The first clause still uses over-certain prediction language. ""What would change?"" asserts that a determinate change fol"
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Your matched strip and your words. An arrow model, an adult watching, or a voice clip if allowed.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Supported: Can animals make their own food: yes / no?,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Standard: Give one animal and where it gets food from.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Stretch: Explain the difference between how a plant and an animal gets food.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Observed in this lesson,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,☐ Identified producer and consumer correctly.,,AMBIGUOUS,"FIXED prediction language (e690c8f) | MECHANICAL-FIX: The assessor is asked to witness a pupil identifying a ""producer"" and a ""consumer"", but neither word appears anywhere el"
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,☐ Read the arrow as 'is eaten by'.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,☐ Built a correctly ordered food chain.,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Assessor comment,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,Date: ____________________ PUPIL / EVIDENCE ID: ____________________,,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Learning objective: I can explain that animals get food by eating, while plants can make their own food.",,CORRECT,
BUILD,SCI_B_W7A_Food_Sources_Explore.html,print,,print,,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces it.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,1,Last lesson: Match rabbit → grass.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,2,Last week: Place one card into a food group.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,3,Older learning: Point to a job food does for a body.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Supported,screen,4,"Lead-in: Cards: grass, rabbit, fox. Point to what the rabbit eats.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,1,Last lesson: Complete: animals get food by ___.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,2,Last week: Name three food groups.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,3,Older learning: Name two food jobs.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Standard,screen,4,Lead-in: Say what links the rabbit and the fox.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,1,Last lesson: Explain one plant/animal food-source difference.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,2,Last week: Explain why a model plate shows a range across groups.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,3,Older learning: Explain why one food type rarely covers every job.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,Stretch,screen,4,Lead-in: How could you show who eats what as one picture? Say your idea.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,1,Last lesson: Match rabbit → grass.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,2,Last week: Place one card into a food group.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,3,Older learning: Point to a job food does for a body.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,4,"Lead-in: Cards: grass, rabbit, fox. Point to what the rabbit eats.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,1,Last lesson: Complete: animals get food by ___.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,2,Last week: Name three food groups.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,3,Older learning: Name two food jobs.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,4,Lead-in: Say what links the rabbit and the fox.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,1,Last lesson: Explain one plant/animal food-source difference.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,2,Last week: Explain why a model plate shows a range across groups.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,3,Older learning: Explain why one food type rarely covers every job.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,arrival,,screen,4,Lead-in: How could you show who eats what as one picture? Say your idea.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,starter,,screen,,"Three cards: plant, caterpillar, bird. How could you arrange them to show who gets food from whom? Commit an order before arrows appear.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,independent,,screen,,"Habitat Link Lab. Build a food-source chain. Use three or four cards. Then explain every link in it. An adult will ask you one question. Check your chain again. Say it is right, or fix it.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,independent,,screen,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time. 🧰 Scaffold Keep the arrow meaning in printed words. The adult points to one link at a time. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,independent,,screen,,▲ Build a chain from a mixed set of cards. Then explain each link. 🧰 Scaffold For each arrow say: ‘___ gets food by eating ___.’ Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,independent,,screen,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove. 🧰 Scaffold Say which animal depends on which food. Do not just list learnt words. Fade it: remove the first prompt no longer needed.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,Supported,screen,,What does the rabbit get food from in the model?,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,Standard,screen,,Explain one link in your chain.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,Stretch,screen,,Say what the chain evidence suggests could happen to one animal if its food source was gone.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,,screen,,What does the rabbit get food from in the model?,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,,screen,,Explain one link in your chain.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,exit,,screen,,Say what the chain evidence suggests could happen to one animal if its food source was gone.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,Supported,print,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,Standard,print,,▲ Build a chain from a mixed set of cards. Then explain each link.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,Stretch,print,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Name: _______________________________ Date: ______________________,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,"New to this class, or not sure? Everything you need is in the box above — read it, then answer.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Model: helps us see — The model helps us follow the food links and find the wrong one. Does not show — It is not a full food web. One simple chain cannot prove what a real habitat would do.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Previous lesson retrieval: W7A — animals obtain food by eating; plants can make their own food; animal needs differ.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,"Arrival (Supported forms): 1) Match rabbit → grass. 2) Place one card into a food group. 3) Point to a job food does for a body. 4) Cards: grass, rabbit, fox. Point to what the rabbit eats.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,◆ Use a chain of three cards. The arrow labels have words on them. Pick from two cards each time.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,▲ Build a chain from a mixed set of cards. Then explain each link.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,★ Build two chains that link up. Or take one food source away. Then say what the chain evidence suggests could happen next. A model suggests — it cannot prove.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,"Your finished chain and your words to an adult. The link you fixed, a photo, or your voice.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Supported: What does the rabbit get food from in the model?,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Standard: Explain one link in your chain.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Stretch: Say what the chain evidence suggests could happen to one animal if its food source was gone.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,"Pearson Entry Level Science 8939 (E1→E3); AQA UAS science units Records what was observed, and at which level of independence.",,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Observed in this lesson,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,☐ Identified producer and consumer correctly.,,AMBIGUOUS,"FIXED prediction language (e690c8f) | MECHANICAL-FIX: Same defect as W7A. ""producer"" and ""consumer"" appear exactly once in this file — in this checkbox — and are taught nowhe"
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,☐ Read the arrow as 'is eaten by'.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,☐ Built a correctly ordered food chain.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Assessor comment,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Ring the tier the pupil actually worked at,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Assessor name ______________ Role ____________ Signature ______________ Date ________,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Date: ____________________ PUPIL / EVIDENCE ID: ____________________,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,Learning objective: I can build and explain a simple food-source chain showing that animals obtain food by eating.,,CORRECT,
BUILD,SCI_B_W7B_Food_Chain_Do.html,print,,print,,"Optional one-page capture. Point, say, draw or have an adult scribe — writing is never required. This sheet adds to the tiered pack; it never replaces it.",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,,Point to something here that would be hard to slide along the floor.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,,"Point or say: which is easier to walk on, wet ice or a dry path?",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,,Show with your hands what happens when you rub them together fast.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Supported,screen,,Look at the two soles. Point to the one that grips.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,,Name one thing that is hard to push along the floor. Say why you think it is hard.,,OVER-PITCHED,FIXED sandpaper removed (8084da9) | PROPOSED: printTier() only filters .print-route blocks (CSS: body[data-print-tier] .print-route{display:none} plus the three per-t
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,,"Which is easier to walk on, wet ice or a dry path? Say what makes the difference.",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,,Rub your hands together. Say what you can feel changing.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Standard,screen,,Trainers have patterned soles. An ice rink is kept smooth. Both are on purpose. Why?,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,,Name one everyday job that would be impossible if nothing gripped anything.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,,The same shoes feel different on ice and on a dry path. Explain why.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,,Your hands warm up when you rub them. Where do you think that heat comes from?,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,Stretch,screen,,"Trainers grip and ice rinks slide, both by design. What is being controlled in each case?",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Point to something here that would be hard to slide along the floor.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,"Point or say: which is easier to walk on, wet ice or a dry path?",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Show with your hands what happens when you rub them together fast.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Look at the two soles. Point to the one that grips.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Name one thing that is hard to push along the floor. Say why you think it is hard.,,OVER-PITCHED,FIXED sandpaper removed (8084da9) | PROPOSED: printTier() only filters .print-route blocks (CSS: body[data-print-tier] .print-route{display:none} plus the three per-t
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,"Which is easier to walk on, wet ice or a dry path? Say what makes the difference.",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Rub your hands together. Say what you can feel changing.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Trainers have patterned soles. An ice rink is kept smooth. Both are on purpose. Why?,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Name one everyday job that would be impossible if nothing gripped anything.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,The same shoes feel different on ice and on a dry path. Explain why.,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,Your hands warm up when you rub them. Where do you think that heat comes from?,,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,arrival,,screen,,"Trainers grip and ice rinks slide, both by design. What is being controlled in each case?",,CORRECT,
GROW,SCI_G_W3A_Friction_Explore.html,starter,,screen,,Why do trainers have patterned soles while an ice rink is deliberately smooth? Make a prediction — no science word is required yet.,,CORRECT,
