file,title,h1,enquiry,sow_strip,key_question
Grow/Slideshows/GROW_HUM_W2_Source_Detectives.html,GROW Humanities W2 · Source Detectives,Source Detectives,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 2,"A postcard, a health inspector's report and a resident's letter all describe the same 1890s street. They barely agree. Who's lying? Maybe nobody."
Grow/Slideshows/GROW_HUM_W3_Cause_And_Consequence.html,GROW Humanities W3 · Cause and Consequence,Cause and Consequence,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 3,"A Welsh ironworker buys a one-way ticket to Middlesbrough in 1860. In his pocket: a wage slip, a rent demand, and his cousin's letter. Which one made him go?"
Grow/Slideshows/GROW_HUM_W4_People_Who_Shaped_Britain.html,GROW Humanities W4 · People Who Shaped Britain,People Who Shaped Britain,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 4,Vaughan's statue says he 'discovered' the Eston ironstone. The mine records name John Marley and a crew of miners. Who shaped Britain here?
Grow/Slideshows/GROW_HUM_W5_Significance.html,GROW Humanities W5 · How Big a Deal?,How Big a Deal?,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 5,'The 2015 closure was the most significant event in Teesside's history.' Half the room can defend it; half can demolish it. Both halves can be right — if they n
Grow/Slideshows/GROW_HUM_W6_Plan_The_Account.html,GROW Humanities W6 · Plan the Account,Plan the Account,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 6,"Next week you write alone, under assessed conditions. This week you get the architect's privilege: every wall of that account gets planned NOW, while help is st"
Grow/Slideshows/GROW_HUM_W7_Write_The_Account.html,GROW Humanities W7 · Write the Account,Write the Account,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 7,"No new ideas today — today is delivery. Two silent minutes with your blueprint: thesis, three rows, counter, close. Then we write."
Grow/Slideshows/GROW_HUM_W8_Where_In_The_World.html,GROW Humanities W8 · Where in the World?,Where in the World?,,Progress SoW · Humanities Aut 1 · 2026–27 · GROW · Week 8,Your assessed account argued that people made this town. Today the atlas asks its awkward question: HOW FAR did they actually come — and does distance change th
LAUNCH_ASDAN/Careers/CAREERS_W1_Know_Myself_for_Work.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W1 · Know Myself for Work,Know Myself for Work,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 1,What do I bring to work — and how do I prove it?
LAUNCH_ASDAN/Careers/CAREERS_W2_The_World_of_Work_and_Its_Sectors.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W2 · The World of Work and Its Sectors,The World of Work and Its Sectors,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 2,What kinds of work are out there — and which pull me in?
LAUNCH_ASDAN/Careers/CAREERS_W3_Labour-Market_Information_and_Pathways.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W3 · Labour-Market Information and Pathways,Labour-Market Information and Pathways,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 3,Where are the local jobs — and how do people move up?
LAUNCH_ASDAN/Careers/CAREERS_W4_Meeting_an_Employer.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W4 · Meeting an Employer,Meeting an Employer,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 4,How do I meet an employer well — and learn from it?
LAUNCH_ASDAN/Careers/CAREERS_W5_Matching_My_Profile_to_Opportunities.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W5 · Matching My Profile to Opportunities,Matching My Profile to Opportunities,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 5,Which opportunity fits me — and what do I still need?
LAUNCH_ASDAN/Careers/CAREERS_W6_Setting_SMART_Careers_Targets.html,LAUNCH ASDAN · Careers &amp; Experiencing Work · Employability W6 · Setting SMART Careers Targets,Setting SMART Careers Targets,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Careers &amp; Experiencing Work · Employability · Week 6,What is my careers target — and how will I check I am on track?
LAUNCH_ASDAN/Community_Enterprise/COMM_W1_Identify_a_Community_Need.html,LAUNCH ASDAN · Community Project &amp; Enterprise W1 · Identify a Community Need,Identify a Community Need,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 1,What does my community really need — and how do I know?
LAUNCH_ASDAN/Community_Enterprise/COMM_W2_Plan_a_Social-Action_or_Enterprise_Project.html,LAUNCH ASDAN · Community Project &amp; Enterprise W2 · Plan a Social-Action or Enterprise Project,Plan a Social-Action or Enterprise Project,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 2,How do we turn our need into a project — with a clear aim and steps?
LAUNCH_ASDAN/Community_Enterprise/COMM_W3_Agree_Roles_Aims_and_Timeline.html,LAUNCH ASDAN · Community Project &amp; Enterprise W3 · Agree Roles Aims and Timeline,Agree Roles Aims and Timeline,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 3,"Who does what, by when — and what is our shared aim?"
LAUNCH_ASDAN/Community_Enterprise/COMM_W4_Partner_with_a_Local_Group_or_Charity.html,LAUNCH ASDAN · Community Project &amp; Enterprise W4 · Partner with a Local Group or Charity,Partner with a Local Group or Charity,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 4,Who could partner with us — and how do we approach them well?
LAUNCH_ASDAN/Community_Enterprise/COMM_W5_Begin_Delivering_the_Project.html,LAUNCH ASDAN · Community Project &amp; Enterprise W5 · Begin Delivering the Project,Begin Delivering the Project,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 5,"How do we begin delivering — safely, to plan, and on the record?"
LAUNCH_ASDAN/Community_Enterprise/COMM_W6_Promote_Our_Project.html,LAUNCH ASDAN · Community Project &amp; Enterprise W6 · Promote Our Project,Promote Our Project,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Community Project &amp; Enterprise · Week 6,How do we share our project’s impact — clearly and to the right people?
LAUNCH_ASDAN/Living_Independently/LI_W1_Self-Care_Routines_and_Organisation.html,LAUNCH ASDAN · Living Independently W1 · Self-Care Routines and Organisation,Self-Care Routines and Organisation,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 1,What does a good routine look like — and how do I stay organised?
LAUNCH_ASDAN/Living_Independently/LI_W2_Home_Safety_and_Hazard_Awareness.html,LAUNCH ASDAN · Living Independently W2 · Home Safety and Hazard Awareness,Home Safety and Hazard Awareness,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 2,What are the home hazards — and how do I reduce them safely?
LAUNCH_ASDAN/Living_Independently/LI_W3_Laundry_and_Household_Maintenance.html,LAUNCH ASDAN · Living Independently W3 · Laundry and Household Maintenance,Laundry and Household Maintenance,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 3,How do I wash safely — and keep things working?
LAUNCH_ASDAN/Living_Independently/LI_W4_Keeping_a_Clean_Safe_Living_Space.html,LAUNCH ASDAN · Living Independently W4 · Keeping a Clean Safe Living Space,Keeping a Clean Safe Living Space,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 4,"How do I keep a space clean, safe and healthy?"
LAUNCH_ASDAN/Living_Independently/LI_W5_Personal_Admin_and_Responsibilities.html,LAUNCH ASDAN · Living Independently W5 · Personal Admin and Responsibilities,Personal Admin and Responsibilities,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 5,What do I keep track of — and how do I keep it safe?
LAUNCH_ASDAN/Living_Independently/LI_W6_Plan_and_Shop_for_a_Balanced_Meal.html,LAUNCH ASDAN · Living Independently W6 · Plan and Shop for a Balanced Meal,Plan and Shop for a Balanced Meal,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Living Independently · Week 6,How do I plan a balanced meal — and shop for it on a practice budget?
LAUNCH_ASDAN/PEQ/PEQ_W1_Intro_and_Choosing_My_Level.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W1 · Intro and Choosing My Level,Intro and Choosing My Level,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 1,What are the six PEQ skills — and where does my evidence go?
LAUNCH_ASDAN/PEQ/PEQ_W2_What_Makes_Communication_Effective.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W2 · What Makes Communication Effective,What Makes Communication Effective,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 2,What makes a message land — and how do we prove we can do it?
LAUNCH_ASDAN/PEQ/PEQ_W3_Active_Listening_and_Giving_Feedback.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W3 · Active Listening and Giving Feedback,Active Listening and Giving Feedback,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 3,How do we show we are listening — and give feedback that helps?
LAUNCH_ASDAN/PEQ/PEQ_W4_Plan_a_Communication_Activity.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W4 · Plan a Communication Activity,Plan a Communication Activity,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 4,What is my communication activity — and how will I prove it worked?
LAUNCH_ASDAN/PEQ/PEQ_W5_Deliver_the_Activity_and_Gather_Evidence.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W5 · Deliver the Activity and Gather Evidence,Deliver the Activity and Gather Evidence,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 5,How do I deliver my activity — and capture proof that meets the standard?
LAUNCH_ASDAN/PEQ/PEQ_W6_Review_Progress_and_Sign_Off_the_Unit.html,LAUNCH ASDAN · PEQ Level 1 (E3 floor · L2 stretch) W6 · Review Progress and Sign Off the Unit,Review Progress and Sign Off the Unit,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · PEQ Level 1 (E3 floor · L2 stretch) · Week 6,How did I do — and how do I close the Communication unit?
LAUNCH_ASDAN/Vocational/VOC_W1_Introduction_to_Vocational_Skills_and_Workplaces.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W1 · Introduction to Vocational Skills and Workplaces,Introduction to Vocational Skills and Workplaces,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 1,What are vocational skills — and where do I already show them?
LAUNCH_ASDAN/Vocational/VOC_W2_Health_Safety_and_Hygiene_at_Work.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W2 · Health Safety and Hygiene at Work,Health Safety and Hygiene at Work,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 2,What keeps a workplace safe and clean — and how do I show it?
LAUNCH_ASDAN/Vocational/VOC_W3_Following_Instructions_and_Routines.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W3 · Following Instructions and Routines,Following Instructions and Routines,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 3,How do I follow steps in order — and check I got it right?
LAUNCH_ASDAN/Vocational/VOC_W4_Teamwork_in_a_Vocational_Setting.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W4 · Teamwork in a Vocational Setting,Teamwork in a Vocational Setting,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 4,What is my role in a team — and how do I help it work?
LAUNCH_ASDAN/Vocational/VOC_W5_Tools_Equipment_and_Safe_Use.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W5 · Tools Equipment and Safe Use,Tools Equipment and Safe Use,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 5,Which tool for the job — and how do I use it safely?
LAUNCH_ASDAN/Vocational/VOC_W6_Complete_a_Supported_Vocational_Task.html,LAUNCH ASDAN · Vocational Skills (Hospitality &amp; Gardening) W6 · Complete a Supported Vocational Task,Complete a Supported Vocational Task,,Progress SoW · LAUNCH ASDAN Aut 1 · 2026–27 · Vocational Skills (Hospitality &amp; Gardening) · Week 6,How do I complete a vocational task well — and review it?
Launch/Slideshows/LAUNCH_HUM_W1_Source_Investigation.html,LAUNCH Humanities W1 · Source Investigation,Source Investigation,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 1,"Claim: 'Middlesbrough's dock was thriving in the 1900s.' Exhibit A: one photograph, one morning, 1907. How far can one frozen moment carry that claim?"
Launch/Slideshows/LAUNCH_HUM_W2_Cause_Consequence_Courtroom.html,LAUNCH Humanities W2 · Cause and Consequence Courtroom,Cause and Consequence Courtroom,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 2,"On trial: 'What made Middlesbrough boom?' Three defendants claim the credit — the ore, the rail, the people. Only one can be DECISIVE. Court is now in session."
Launch/Slideshows/LAUNCH_HUM_W3_Archive_NOP.html,"LAUNCH Humanities W3 · Archive: Nature, Origin and Purpose","Archive: Nature, Origin and Purpose",,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 3,"One box, four objects: a works recruitment poster, a landlady's account book, a priest's baptism register, an anonymous complaint letter. Useful — but each for"
Launch/Slideshows/LAUNCH_HUM_W4_Century_Of_Change.html,LAUNCH Humanities W4 · Century of Change,Century of Change,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 4,"Two photographs, one street corner, a century apart. The works behind it roared in 1915 and stood silent by 2015. What changed, what stubbornly didn't — and was"
Launch/Slideshows/LAUNCH_HUM_W5_People_Modern_Britain.html,LAUNCH Humanities W5 · People and Modern Britain,People and Modern Britain,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 5,A wartime steel forewoman. A 1960s Windrush-generation nurse. A 1980s union convenor. A 2020s renewable-energy engineer. How far did individuals like these shap
Launch/Slideshows/LAUNCH_HUM_W6_Structured_Account.html,LAUNCH Humanities W6 · Structured Account,Structured Account,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 6,Read any strong essay and strike out every sentence that doesn't serve its thesis. Little should fall. Do the same to a weak one and watch it collapse into 'stu
Launch/Slideshows/LAUNCH_HUM_W7_Source_Assessment.html,LAUNCH Humanities W7 · Source Assessment,Source Assessment,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 7,"Two sources, one enquiry, forty-five minutes, your own spine. Everything this term built — spectrum, NOP, discounts, thesis control — reports for duty now. Read"
Launch/Slideshows/LAUNCH_HUM_W8_OS_Map_Skills.html,LAUNCH Humanities W8 · OS Map Skills: Unfamiliar Problem,OS Map Skills: Unfamiliar Problem,,Progress SoW · Humanities Aut 1 · 2026–27 · LAUNCH · Week 8,An OS extract you've never seen. A problem nobody solved for you: 'Where should the new cycle route run?' Everything is on the sheet — if you can read it. Last
