file,slide,tier,surface,fk,inband,stem
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Supported,screen,-1.4,False,Look at the test. Point to the one thing that should change.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Standard,screen,2.5,False,Last lesson you moved the pivot. What happened to the effort needed?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Standard,screen,3.4,True,"Week 4: name a lever, a pulley or a gear and say what it changes."
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Standard,screen,3.7,True,Week 3: what does friction do to a sliding object?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Standard,screen,3.5,True,"If two things change at once in a test, why can we not tell which one mattered?"
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Stretch,screen,5.0,True,Last lesson: explain the trade you found when the pivot moved nearer the load.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Stretch,screen,8.0,False,Week 4: explain why a mechanism cannot give you something for nothing.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Stretch,screen,8.5,False,Week 3: you compared surfaces. What made that comparison believable?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,Stretch,screen,1.5,False,A test changes two things at once. Say exactly what it can no longer prove.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,3.7,True,Point to where the pivot was when lifting was easiest.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,0.6,False,Name one machine that helps you lift.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,0.5,False,Say one place friction helps.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,-1.4,False,Look at the test. Point to the one thing that should change.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,2.5,False,Last lesson you moved the pivot. What happened to the effort needed?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,3.4,True,"Week 4: name a lever, a pulley or a gear and say what it changes."
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,3.7,True,Week 3: what does friction do to a sliding object?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,3.5,True,"If two things change at once in a test, why can we not tell which one mattered?"
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,5.0,True,Last lesson: explain the trade you found when the pivot moved nearer the load.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,8.0,False,Week 4: explain why a mechanism cannot give you something for nothing.
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,8.5,False,Week 3: you compared surfaces. What made that comparison believable?
GROW__SCI_G_W5A_Fair_Test_Explore.html,arrival,,screen,1.5,False,A test changes two things at once. Say exactly what it can no longer prove.
GROW__SCI_G_W5A_Fair_Test_Explore.html,starter,,screen,4.4,True,Watch a deliberately bad test: I change the surface AND push the trolley harder. The trolley goes further. What caused the change?
GROW__SCI_G_W5A_Fair_Test_Explore.html,independent,,screen,3.0,True,Plan tomorrow’s force fair test. Do this before you touch any equipment. Complete I CHANGE / I MEASURE / I KEEP THE SAME. Write the unit you will use. Then deci
GROW__SCI_G_W5A_Fair_Test_Explore.html,independent,,screen,2.0,False,◆ Use the variable cards. Use the word bank too. Then fill in the three-box planning frame. 🧰 Open scaffold Icons: ◆ CHANGE one thing · ▶ MEASURE with unit · ■ 
GROW__SCI_G_W5A_Fair_Test_Explore.html,independent,,screen,2.2,False,"▲ Write the method frame on your own. Pick two control variables. Then give a reason for each one. 🧰 Open scaffold Sentence: ‘I will change __, measure __ in __"
GROW__SCI_G_W5A_Fair_Test_Explore.html,independent,,screen,3.9,True,"★ Name one likely source of variation. Then explain how your method cuts its effect. 🧰 Open scaffold Add this line. ‘This control matters because if it changed,"
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,Supported,screen,6.9,True,How many things do we deliberately change in a fair test?
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,Standard,screen,5.4,True,Name one control variable for the planned force test and explain why it stays the same.
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,Stretch,screen,7.2,False,Explain why repeats help us judge the quality of evidence.
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,,screen,6.9,True,How many things do we deliberately change in a fair test?
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,,screen,5.4,True,Name one control variable for the planned force test and explain why it stays the same.
GROW__SCI_G_W5A_Fair_Test_Explore.html,exit,,screen,7.2,False,Explain why repeats help us judge the quality of evidence.
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,Supported,print,1.8,False,Supported independent route ◆ Use the variable cards. Use the word bank too. Then fill in the three-box planning frame. Scaffold Icons: ◆ CHANGE one thing · ▶ M
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,Standard,print,2.7,False,Standard independent route ▲ Write the method frame on your own. Pick two control variables. Then give a reason for each one. Scaffold Sentence: ‘I will change 
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,Stretch,print,4.0,True,Stretch independent route ★ Name one likely source of variation. Then explain how your method cuts its effect. Scaffold Add this line. ‘This control matters bec
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,1.2,False,◆ Use the variable cards. Use the word bank too. Then fill in the three-box planning frame.
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,0.5,False,Icons: ◆ CHANGE one thing · ▶ MEASURE with unit · ■ KEEP SAME. Take one box at a time. Adult can read cards aloud. You can point to your card. Sentence: ‘I will
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,1.8,False,▲ Write the method frame on your own. Pick two control variables. Then give a reason for each one.
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,-0.5,False,"Sentence: ‘I will change __, measure __ in __, and keep __ and __ the same.’"
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,4.8,True,★ Name one likely source of variation. Then explain how your method cuts its effect.
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,0.6,False,"Add this line. ‘This control matters because if it changed, __ could affect __.’"
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,10.7,False,What this model helps us see: It shows one deliberate change set against the variables you decided to control. What this model does not show: It leaves out how 
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,8.3,False,WORD HELP variable — a thing that can change control — keep it the same on purpose fair test — only one thing changed on purpose
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W5A_Fair_Test_Explore.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Supported,screen,-0.3,False,Point to the thing we change in our test.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Supported,screen,4.0,True,Name one machine that makes lifting easier.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Supported,screen,0.5,False,Say which surface gripped most.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Supported,screen,2.6,False,We measure today. Point to the ruler.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Standard,screen,2.9,False,"Last lesson you named the variable to change, the one to measure, and the ones to keep the same. Name each for our test."
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Standard,screen,3.8,True,Week 4: what does moving a lever's pivot change?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Standard,screen,2.9,False,"Week 3: which surface gave the most friction, and how did you know?"
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Standard,screen,4.5,True,Today we record results with units. Why does a number with no unit tell us nothing?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Stretch,screen,10.4,False,Last lesson: explain why the controlled variables decide whether the result means anything.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Stretch,screen,2.3,False,Week 4: a mechanism trades force for distance. Explain that trade in your own words.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Stretch,screen,6.9,True,Week 3: what would you repeat before trusting a single surface result?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,Stretch,screen,3.8,True,Two groups get different results for the same test. Name two honest reasons that could happen.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,-0.3,False,Point to the thing we change in our test.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,4.0,True,Name one machine that makes lifting easier.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,0.5,False,Say which surface gripped most.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,2.6,False,We measure today. Point to the ruler.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,2.9,False,"Last lesson you named the variable to change, the one to measure, and the ones to keep the same. Name each for our test."
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,3.8,True,Week 4: what does moving a lever's pivot change?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,2.9,False,"Week 3: which surface gave the most friction, and how did you know?"
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,4.5,True,Today we record results with units. Why does a number with no unit tell us nothing?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,10.4,False,Last lesson: explain why the controlled variables decide whether the result means anything.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,2.3,False,Week 4: a mechanism trades force for distance. Explain that trade in your own words.
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,6.9,True,Week 3: what would you repeat before trusting a single surface result?
GROW__SCI_G_W5B_Fair_Test_Do.html,arrival,,screen,3.8,True,Two groups get different results for the same test. Name two honest reasons that could happen.
GROW__SCI_G_W5B_Fair_Test_Do.html,starter,,screen,3.0,True,"Before equipment comes out, complete aloud: ‘I will change __, keep __ the same, and measure __ in __.’"
GROW__SCI_G_W5B_Fair_Test_Do.html,independent,,screen,2.9,False,Run your planned fair test. Aim for three surfaces. Change the surface each time. Measure the distance each time. Do three repeats on each surface. Keep the agr
GROW__SCI_G_W5B_Fair_Test_Do.html,independent,,screen,3.4,True,◆ Prepared table + marked release point. An adult reads each step aloud. 🧰 Open scaffold Sequence card: set → release → measure → record → reset. Show only the 
GROW__SCI_G_W5B_Fair_Test_Do.html,independent,,screen,3.4,True,"▲ Three repeats with units + a clear conclusion. Base it on your results. 🧰 Open scaffold Conclusion stem: ‘As ___ changed, ___ changed. My evidence for this is"
GROW__SCI_G_W5B_Fair_Test_Do.html,independent,,screen,3.6,True,★ Work out the mean for each surface. Look for unusual variation. Then evaluate one improvement. 🧰 Open scaffold Evaluation stem: ‘I trust ___ least. I say this
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,Supported,screen,-1.1,False,State one thing you kept the same.
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,Standard,screen,9.7,False,Use one result to answer the investigation question.
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,Stretch,screen,7.6,False,Explain whether the repeats were consistent and what that means for your confidence.
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,,screen,-1.1,False,State one thing you kept the same.
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,,screen,9.7,False,Use one result to answer the investigation question.
GROW__SCI_G_W5B_Fair_Test_Do.html,exit,,screen,7.6,False,Explain whether the repeats were consistent and what that means for your confidence.
GROW__SCI_G_W5B_Fair_Test_Do.html,print,Supported,print,5.8,True,Supported independent route ◆ Prepared table + marked release point + adult reads sequence aloud when needed. Scaffold Sequence card: set → release → measure → 
GROW__SCI_G_W5B_Fair_Test_Do.html,print,Standard,print,9.0,False,"Standard independent route ▲ Three repeats with units + evidence-based conclusion. Scaffold Conclusion: ‘As ___ changed, ___. My evidence is ___.’"
GROW__SCI_G_W5B_Fair_Test_Do.html,print,Stretch,print,9.8,False,"Stretch independent route ★ Calculate means, identify unusual variation and evaluate one specific improvement. Scaffold Evaluation: ‘The result I trust least is"
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,6.9,True,◆ Prepared table + marked release point + adult reads sequence aloud when needed.
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,4.2,True,"Sequence card: set → release → measure → record → reset. Keep the next step visible, not the whole method. Conclusion: ‘As ___ changed, ___. My evidence is ___."
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,14.3,False,▲ Three repeats with units + evidence-based conclusion.
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,2.2,False,"Conclusion: ‘As ___ changed, ___. My evidence is ___.’"
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,19.0,False,"★ Calculate means, identify unusual variation and evaluate one specific improvement."
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,2.4,False,Evaluation: ‘The result I trust least is ___ because ___. I would improve ___ by ___.’
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,10.0,False,What this model helps us see: It shows the pattern across your repeats once each set is averaged. What this model does not show: It leaves out how carefully eac
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,11.8,False,"WORD HELP mean — the total of the repeats divided by the number of repeats unit — what the number is measured in evidence — what you found out, written down"
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W5B_Fair_Test_Do.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Supported,screen,2.5,False,Point to the units we wrote next to our numbers.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Supported,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Supported,screen,2.9,False,Point to something that turns.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Supported,screen,1.9,False,Look at the Solar System picture. Point to Earth.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Standard,screen,4.2,True,Last lesson you recorded results with units. Why did you repeat the readings?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Standard,screen,0.9,False,"Week 5: what must stay the same in a fair test, and why?"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Standard,screen,2.5,False,Week 4: what does a gear change about a turning force?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Standard,screen,0.9,False,The planets do not fly off into space. What do you think holds them on their paths?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Stretch,screen,5.8,True,Last lesson: explain how repeats changed how much you trusted the evidence.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Stretch,screen,5.6,True,"Week 5: explain why a fair test is about the claim you want to make, not the equipment."
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Stretch,screen,2.3,False,Week 4: a force can be redirected or changed in size. Give one example of each.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,Stretch,screen,1.6,False,A planet moves forward and is pulled inward at the same time. What shape does that make?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,2.5,False,Point to the units we wrote next to our numbers.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,2.9,False,Point to something that turns.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,1.9,False,Look at the Solar System picture. Point to Earth.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,4.2,True,Last lesson you recorded results with units. Why did you repeat the readings?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,0.9,False,"Week 5: what must stay the same in a fair test, and why?"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,2.5,False,Week 4: what does a gear change about a turning force?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,0.9,False,The planets do not fly off into space. What do you think holds them on their paths?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,5.8,True,Last lesson: explain how repeats changed how much you trusted the evidence.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,5.6,True,"Week 5: explain why a fair test is about the claim you want to make, not the equipment."
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,2.3,False,Week 4: a force can be redirected or changed in size. Give one example of each.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,arrival,,screen,1.6,False,A planet moves forward and is pulled inward at the same time. What shape does that make?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,starter,,screen,5.0,True,Imagine you are sending a probe away from Earth. Put these four in your best guess order from the Sun: Mercury · Earth · Jupiter · Neptune. Guessing is allowed.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,independent,,screen,3.2,True,Make a Solar System strip or desk model. Put the planets in the right order. Label each planet type. Add an orbit note that shows MOTION and GRAVITY. Then write
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,independent,,screen,4.4,True,◆ Use the labelled cards. Follow the mnemonic strip. The gravity arrow is already drawn. 🧰 Open scaffold Mnemonic + numbered positions + icon key: ● rocky · ◯ g
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,independent,,screen,3.4,True,▲ Put all eight planets in order. Classify each one by type. Add gravity and motion arrows. 🧰 Open scaffold Orbit stem: ‘The planet keeps moving __. Gravity pul
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,independent,,screen,4.6,True,"★ Explain why an outer planet has a longer year. Then name one limit of the classroom model. 🧰 Open scaffold Model critique: check order, relative size, distanc"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,Supported,screen,0.6,False,Which planet is third from the Sun?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,Standard,screen,3.7,True,What force keeps planets in orbit around the Sun?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,Stretch,screen,4.9,True,Explain why a planet does not simply fly away in a straight line.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,,screen,0.6,False,Which planet is third from the Sun?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,,screen,3.7,True,What force keeps planets in orbit around the Sun?
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,exit,,screen,4.9,True,Explain why a planet does not simply fly away in a straight line.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,Supported,print,6.6,True,Supported independent route ◆ Use the labelled cards and the mnemonic strip. The gravity arrow is already drawn. Scaffold Mnemonic + numbered positions + icon k
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,Standard,print,7.1,False,"Standard independent route ▲ Order all eight, classify them and add gravity/motion arrows. Scaffold Orbit stem: ‘The planet keeps moving __ while gravity pulls "
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,Stretch,print,12.7,False,Stretch independent route ★ Explain why an outer planet has a longer year and identify a limitation of the classroom model. Scaffold Model critique: distinguish
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,5.7,True,◆ Use the labelled cards and the mnemonic strip. The gravity arrow is already drawn.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,5.4,True,"Mnemonic + numbered positions + icon key: ● rocky · ◯ gas giant · ◇ ice giant. Orbit stem: ‘The planet keeps moving __ while gravity pulls __, so the path __.’"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,8.4,False,"▲ Order all eight, classify them and add gravity/motion arrows."
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,3.3,True,"Orbit stem: ‘The planet keeps moving __ while gravity pulls __, so the path __.’"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,11.2,False,★ Explain why an outer planet has a longer year and identify a limitation of the classroom model.
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,12.0,False,"Model critique: distinguish order, relative size, distance and movement — which are represented and which are not?"
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,9.1,False,What this model helps us see: It shows the order of the planets and that each orbit is a closed path around the Sun. What this model does not show: It leaves ou
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,12.0,False,WORD HELP orbit — the path one object takes around another gravity — the pull between masses Solar System — the Sun and everything going round it
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W6A_Earth_And_Planets_Explore.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Supported,screen,2.3,False,Point to the planet closest to the Sun.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Supported,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Supported,screen,0.5,False,Point to a surface that grips.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Supported,screen,0.5,False,We build a model today. Point to what it should show.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Standard,screen,1.5,False,Last lesson you put the planets in order. Which one is third from the Sun?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Standard,screen,2.5,False,"Week 5: name what to change, what to measure and what to keep the same."
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Standard,screen,3.7,True,Week 3: what does friction do to a moving object?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Standard,screen,1.6,False,Our model cannot show the right size and the right distance at once. Which should we choose?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Stretch,screen,8.4,False,Last lesson: explain how gravity keeps a planet in orbit instead of moving in a straight line.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Stretch,screen,6.0,True,"Week 5: explain why a model, like a test, has to be honest about its limits."
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Stretch,screen,2.3,False,Week 3: there is almost no friction in space. Say what that changes about motion.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,Stretch,screen,5.4,True,Every model gets something wrong on purpose. What must ours get right to be useful?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,2.3,False,Point to the planet closest to the Sun.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,0.1,False,Say the one thing we change in a fair test.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,0.5,False,Point to a surface that grips.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,0.5,False,We build a model today. Point to what it should show.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,1.5,False,Last lesson you put the planets in order. Which one is third from the Sun?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,2.5,False,"Week 5: name what to change, what to measure and what to keep the same."
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,3.7,True,Week 3: what does friction do to a moving object?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,1.6,False,Our model cannot show the right size and the right distance at once. Which should we choose?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,8.4,False,Last lesson: explain how gravity keeps a planet in orbit instead of moving in a straight line.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,6.0,True,"Week 5: explain why a model, like a test, has to be honest about its limits."
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,2.3,False,Week 3: there is almost no friction in space. Say what that changes about motion.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,arrival,,screen,5.4,True,Every model gets something wrong on purpose. What must ours get right to be useful?
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,starter,,screen,6.3,True,"If the Sun’s gravity disappeared in our model, what would you predict happens to Earth’s path? Choose a direction before the model runs."
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,independent,,screen,4.3,True,Build a desk or floor model. Place the planets in order. Show one orbit safely. Add MOTION FORWARD + GRAVITY INWARD labels. Then explain one limit. Say what you
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,independent,,screen,2.3,False,◆ Use the numbered planet cards. The type key is given. The orbit arrows are drawn. 🧰 Open scaffold Show only the next three planet cards. Keep the rest face do
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,independent,,screen,4.3,True,▲ Build the correct order yourself. Then annotate your model. Show gravity with one arrow. Show motion with another. 🧰 Open scaffold Two-arrow frame: ‘Motion ca
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,independent,,screen,3.9,True,★ Outer planets have longer years. Explain why this happens. Then evaluate your model. Say which part is least realistic. 🧰 Open scaffold Compare two models you
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,Supported,screen,3.8,True,Name the force pulling planets towards the Sun.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,Standard,screen,8.0,False,Explain how gravity and forward motion combine to make an orbit.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,Stretch,screen,7.6,False,Evaluate one strength and one limitation of your model.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,,screen,3.8,True,Name the force pulling planets towards the Sun.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,,screen,8.0,False,Explain how gravity and forward motion combine to make an orbit.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,exit,,screen,7.6,False,Evaluate one strength and one limitation of your model.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,Supported,print,5.8,True,Supported independent route ◆ Use the numbered planet cards. The type key and the orbit arrows are given. Scaffold Keep only the next three planet cards visible
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,Standard,print,15.0,False,Standard independent route ▲ Build order independently and annotate gravity/motion. Scaffold Two-arrow explanation frame.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,Stretch,print,11.3,False,Stretch independent route ★ Explain longer years for outer planets and evaluate which part of the model is least realistic. Scaffold Compare two possible models
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,3.2,True,◆ Use the numbered planet cards. The type key and the orbit arrows are given.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,6.1,True,Keep only the next three planet cards visible at a time; use order strip if needed.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,15.8,False,▲ Build order independently and annotate gravity/motion.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,13.1,False,Two-arrow explanation frame.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,9.1,False,★ Explain longer years for outer planets and evaluate which part of the model is least realistic.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,11.7,False,Compare two possible models and decide which better answers today’s scientific question.
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,9.4,False,What this model helps us see: It shows the order of the planets and the direction they travel around the Sun. What this model does not show: It leaves out scale
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,11.5,False,WORD HELP model — something built to stand for the real thing orbit — the path one object takes around another represent — stand for something real
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,9.2,False,ONE closure line after an adult has genuinely received the response and given one next step: Next I will _______________________________________________________
GROW__SCI_G_W6B_Earth_And_Planets_Do.html,print,,print,3.6,True,"GROW written close — the pupil writes this line: “What I said, and what it changed:” ________________________________________________________________ __________"
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,3.7,True,Point to the part of your model that was accurate.
GROW__SCI_G_W7A_The_Moon_Explore.html,arrival,Supported,screen,0.5,False,Point to Earth in the picture.
